GEOID,NAME,variable,estimate,moe
36005020900,"Census Tract 209, Bronx County, New York",asian,11,17
36005020900,"Census Tract 209, Bronx County, New York",latino,2481,421
36005020900,"Census Tract 209, Bronx County, New York",med_inc,31190,9003
36005021001,"Census Tract 210.01, Bronx County, New York",male,4500,542
36005021001,"Census Tract 210.01, Bronx County, New York",female,4430,454
36005021001,"Census Tract 210.01, Bronx County, New York",total_pop,8930,681
36005021001,"Census Tract 210.01, Bronx County, New York",white,195,107
36005021001,"Census Tract 210.01, Bronx County, New York",black,4507,742
36005021001,"Census Tract 210.01, Bronx County, New York",asian,786,406
36005021001,"Census Tract 210.01, Bronx County, New York",latino,3226,739
36005021001,"Census Tract 210.01, Bronx County, New York",med_inc,54076,5840
36005021002,"Census Tract 210.02, Bronx County, New York",male,3429,512
36005021002,"Census Tract 210.02, Bronx County, New York",female,4184,364
36005021002,"Census Tract 210.02, Bronx County, New York",total_pop,7613,636
36005021002,"Census Tract 210.02, Bronx County, New York",white,86,55
36005021002,"Census Tract 210.02, Bronx County, New York",black,3565,791
36005021002,"Census Tract 210.02, Bronx County, New York",asian,1582,762
36005021002,"Census Tract 210.02, Bronx County, New York",latino,2298,695
36005021002,"Census Tract 210.02, Bronx County, New York",med_inc,55961,6528
36005021100,"Census Tract 211, Bronx County, New York",male,2311,287
36005021100,"Census Tract 211, Bronx County, New York",female,3032,294
36005021100,"Census Tract 211, Bronx County, New York",total_pop,5343,371
36005021100,"Census Tract 211, Bronx County, New York",white,40,45
36005021100,"Census Tract 211, Bronx County, New York",black,1585,286
36005021100,"Census Tract 211, Bronx County, New York",asian,62,72
36005021100,"Census Tract 211, Bronx County, New York",latino,3598,398
36005021100,"Census Tract 211, Bronx County, New York",med_inc,30092,2594
36005021200,"Census Tract 212, Bronx County, New York",male,2152,313
36005021200,"Census Tract 212, Bronx County, New York",female,2698,297
36005021200,"Census Tract 212, Bronx County, New York",total_pop,4850,431
36005021200,"Census Tract 212, Bronx County, New York",white,68,55
36005021200,"Census Tract 212, Bronx County, New York",black,2004,383
36005021200,"Census Tract 212, Bronx County, New York",asian,1136,313
36005021200,"Census Tract 212, Bronx County, New York",latino,1561,328
36005021200,"Census Tract 212, Bronx County, New York",med_inc,57500,9019
36005021301,"Census Tract 213.01, Bronx County, New York",male,494,95
36005021301,"Census Tract 213.01, Bronx County, New York",female,773,103
36005021301,"Census Tract 213.01, Bronx County, New York",total_pop,1267,144
36005021301,"Census Tract 213.01, Bronx County, New York",white,70,73
36005021301,"Census Tract 213.01, Bronx County, New York",black,125,92
36005021301,"Census Tract 213.01, Bronx County, New York",asian,0,12
36005021301,"Census Tract 213.01, Bronx County, New York",latino,1053,197
36005021301,"Census Tract 213.01, Bronx County, New York",med_inc,25509,9308
36005021302,"Census Tract 213.02, Bronx County, New York",male,2308,376
36005021302,"Census Tract 213.02, Bronx County, New York",female,3205,628
36005021302,"Census Tract 213.02, Bronx County, New York",total_pop,5513,732
36005021302,"Census Tract 213.02, Bronx County, New York",white,18,30
36005021302,"Census Tract 213.02, Bronx County, New York",black,2003,744
36005021302,"Census Tract 213.02, Bronx County, New York",asian,44,63
36005021302,"Census Tract 213.02, Bronx County, New York",latino,3448,587
36005021302,"Census Tract 213.02, Bronx County, New York",med_inc,25512,6532
36005021501,"Census Tract 215.01, Bronx County, New York",male,1948,312
36005021501,"Census Tract 215.01, Bronx County, New York",female,2617,322
36005021501,"Census Tract 215.01, Bronx County, New York",total_pop,4565,441
36005021501,"Census Tract 215.01, Bronx County, New York",white,56,57
36005021501,"Census Tract 215.01, Bronx County, New York",black,988,362
36005021501,"Census Tract 215.01, Bronx County, New York",asian,0,12
36005021501,"Census Tract 215.01, Bronx County, New York",latino,3515,368
36005021501,"Census Tract 215.01, Bronx County, New York",med_inc,33750,10510
36005021502,"Census Tract 215.02, Bronx County, New York",male,3393,438
36005021502,"Census Tract 215.02, Bronx County, New York",female,3139,338
36005021502,"Census Tract 215.02, Bronx County, New York",total_pop,6532,555
36005021502,"Census Tract 215.02, Bronx County, New York",white,19,27
36005021502,"Census Tract 215.02, Bronx County, New York",black,1520,252
36005021502,"Census Tract 215.02, Bronx County, New York",asian,0,17
36005021502,"Census Tract 215.02, Bronx County, New York",latino,4901,628
36005021502,"Census Tract 215.02, Bronx County, New York",med_inc,25238,4288
36005021601,"Census Tract 216.01, Bronx County, New York",male,2464,309
36005021601,"Census Tract 216.01, Bronx County, New York",female,2256,261
36005021601,"Census Tract 216.01, Bronx County, New York",total_pop,4720,425
36005021601,"Census Tract 216.01, Bronx County, New York",white,199,128
36005021601,"Census Tract 216.01, Bronx County, New York",black,1094,268
36005021601,"Census Tract 216.01, Bronx County, New York",asian,152,137
36005021601,"Census Tract 216.01, Bronx County, New York",latino,2964,488
36005021601,"Census Tract 216.01, Bronx County, New York",med_inc,34510,6278
36005021602,"Census Tract 216.02, Bronx County, New York",male,2412,343
36005021602,"Census Tract 216.02, Bronx County, New York",female,3220,436
36005021602,"Census Tract 216.02, Bronx County, New York",total_pop,5632,607
36005021602,"Census Tract 216.02, Bronx County, New York",white,213,131
36005021602,"Census Tract 216.02, Bronx County, New York",black,1890,310
36005021602,"Census Tract 216.02, Bronx County, New York",asian,1049,364
36005021602,"Census Tract 216.02, Bronx County, New York",latino,2185,541
36005021602,"Census Tract 216.02, Bronx County, New York",med_inc,55354,7394
36005021700,"Census Tract 217, Bronx County, New York",male,2446,364
36005021700,"Census Tract 217, Bronx County, New York",female,2678,343
36005021700,"Census Tract 217, Bronx County, New York",total_pop,5124,449
36005021700,"Census Tract 217, Bronx County, New York",white,101,60
36005021700,"Census Tract 217, Bronx County, New York",black,2397,390
36005021700,"Census Tract 217, Bronx County, New York",asian,130,99
36005021700,"Census Tract 217, Bronx County, New York",latino,2450,378
36005021700,"Census Tract 217, Bronx County, New York",med_inc,36420,12332
36005021800,"Census Tract 218, Bronx County, New York",male,2985,466
36005021800,"Census Tract 218, Bronx County, New York",female,3535,387
36005021800,"Census Tract 218, Bronx County, New York",total_pop,6520,731
36005021800,"Census Tract 218, Bronx County, New York",white,143,131
36005021800,"Census Tract 218, Bronx County, New York",black,1316,410
36005021800,"Census Tract 218, Bronx County, New York",asian,223,227
36005021800,"Census Tract 218, Bronx County, New York",latino,4756,743
36005021800,"Census Tract 218, Bronx County, New York",med_inc,47581,13801
36005021900,"Census Tract 219, Bronx County, New York",male,472,68
36005021900,"Census Tract 219, Bronx County, New York",female,410,90
36005021900,"Census Tract 219, Bronx County, New York",total_pop,882,118
36005021900,"Census Tract 219, Bronx County, New York",white,33,24
36005021900,"Census Tract 219, Bronx County, New York",black,39,28
36005021900,"Census Tract 219, Bronx County, New York",asian,19,20
36005021900,"Census Tract 219, Bronx County, New York",latino,784,146
36005021900,"Census Tract 219, Bronx County, New York",med_inc,26316,17628
36005022000,"Census Tract 220, Bronx County, New York",male,934,150
36005022000,"Census Tract 220, Bronx County, New York",female,1073,192
36005022000,"Census Tract 220, Bronx County, New York",total_pop,2007,297
36005022000,"Census Tract 220, Bronx County, New York",white,30,23
36005022000,"Census Tract 220, Bronx County, New York",black,450,206
36005022000,"Census Tract 220, Bronx County, New York",asian,106,133
36005022000,"Census Tract 220, Bronx County, New York",latino,1421,227
36005022000,"Census Tract 220, Bronx County, New York",med_inc,35781,13545
36005022101,"Census Tract 221.01, Bronx County, New York",male,1844,282
36005022101,"Census Tract 221.01, Bronx County, New York",female,2289,254
36005022101,"Census Tract 221.01, Bronx County, New York",total_pop,4133,401
36005022101,"Census Tract 221.01, Bronx County, New York",white,11,17
36005022101,"Census Tract 221.01, Bronx County, New York",black,895,350
36005022101,"Census Tract 221.01, Bronx County, New York",asian,235,239
36005022101,"Census Tract 221.01, Bronx County, New York",latino,2957,523
36005022101,"Census Tract 221.01, Bronx County, New York",med_inc,32600,9930
36005022102,"Census Tract 221.02, Bronx County, New York",male,2620,299
36005022102,"Census Tract 221.02, Bronx County, New York",female,2791,318
36005022102,"Census Tract 221.02, Bronx County, New York",total_pop,5411,420
36005022102,"Census Tract 221.02, Bronx County, New York",white,55,60
36005022102,"Census Tract 221.02, Bronx County, New York",black,717,282
36005022102,"Census Tract 221.02, Bronx County, New York",asian,33,36
36005022102,"Census Tract 221.02, Bronx County, New York",latino,4551,483
36005022102,"Census Tract 221.02, Bronx County, New York",med_inc,32792,5698
36005022200,"Census Tract 222, Bronx County, New York",male,1820,250
36005022200,"Census Tract 222, Bronx County, New York",female,1473,256
36005022200,"Census Tract 222, Bronx County, New York",total_pop,3293,374
36005022200,"Census Tract 222, Bronx County, New York",white,181,103
36005022200,"Census Tract 222, Bronx County, New York",black,352,154
36005022200,"Census Tract 222, Bronx County, New York",asian,932,295
36005022200,"Census Tract 222, Bronx County, New York",latino,1592,342
36005022200,"Census Tract 222, Bronx County, New York",med_inc,51064,5951
36005022300,"Census Tract 223, Bronx County, New York",male,2305,421
36005022300,"Census Tract 223, Bronx County, New York",female,2973,375
36005022300,"Census Tract 223, Bronx County, New York",total_pop,5278,416
36005022300,"Census Tract 223, Bronx County, New York",white,126,154
36005022300,"Census Tract 223, Bronx County, New York",black,760,231
36005022300,"Census Tract 223, Bronx County, New York",asian,12,19
36005022300,"Census Tract 223, Bronx County, New York",latino,4197,481
36005022300,"Census Tract 223, Bronx County, New York",med_inc,26761,3568
36005022401,"Census Tract 224.01, Bronx County, New York",male,1284,310
36005022401,"Census Tract 224.01, Bronx County, New York",female,1214,193
36005022401,"Census Tract 224.01, Bronx County, New York",total_pop,2498,332
36005022401,"Census Tract 224.01, Bronx County, New York",white,200,95
36005022401,"Census Tract 224.01, Bronx County, New York",black,411,209
36005022401,"Census Tract 224.01, Bronx County, New York",asian,134,121
36005022401,"Census Tract 224.01, Bronx County, New York",latino,1668,375
36005022401,"Census Tract 224.01, Bronx County, New York",med_inc,55909,16699
36005022403,"Census Tract 224.03, Bronx County, New York",male,1313,179
36005022403,"Census Tract 224.03, Bronx County, New York",female,1881,270
36005022403,"Census Tract 224.03, Bronx County, New York",total_pop,3194,299
36005022403,"Census Tract 224.03, Bronx County, New York",white,631,268
36005022403,"Census Tract 224.03, Bronx County, New York",black,754,314
36005022403,"Census Tract 224.03, Bronx County, New York",asian,26,40
36005022403,"Census Tract 224.03, Bronx County, New York",latino,1723,454
36005022403,"Census Tract 224.03, Bronx County, New York",med_inc,51767,7759
36005022404,"Census Tract 224.04, Bronx County, New York",male,1997,262
36005022404,"Census Tract 224.04, Bronx County, New York",female,2206,204
36005022404,"Census Tract 224.04, Bronx County, New York",total_pop,4203,338
36005022404,"Census Tract 224.04, Bronx County, New York",white,746,136
36005022404,"Census Tract 224.04, Bronx County, New York",black,754,198
36005022404,"Census Tract 224.04, Bronx County, New York",asian,234,114
36005022404,"Census Tract 224.04, Bronx County, New York",latino,2371,327
36005022404,"Census Tract 224.04, Bronx County, New York",med_inc,53346,6188
36005022500,"Census Tract 225, Bronx County, New York",male,3673,450
36005022500,"Census Tract 225, Bronx County, New York",female,4826,564
36005022500,"Census Tract 225, Bronx County, New York",total_pop,8499,808
36005022500,"Census Tract 225, Bronx County, New York",white,312,282
36005022500,"Census Tract 225, Bronx County, New York",black,1524,488
36005022500,"Census Tract 225, Bronx County, New York",asian,126,153
36005022500,"Census Tract 225, Bronx County, New York",latino,6537,843
36005022500,"Census Tract 225, Bronx County, New York",med_inc,38489,6865
36005022701,"Census Tract 227.01, Bronx County, New York",male,2081,251
36005022701,"Census Tract 227.01, Bronx County, New York",female,3070,400
36005022701,"Census Tract 227.01, Bronx County, New York",total_pop,5151,481
36005022701,"Census Tract 227.01, Bronx County, New York",white,78,57
36005022701,"Census Tract 227.01, Bronx County, New York",black,2062,539
36005022701,"Census Tract 227.01, Bronx County, New York",asian,100,109
36005022701,"Census Tract 227.01, Bronx County, New York",latino,2872,354
36005022701,"Census Tract 227.01, Bronx County, New York",med_inc,34159,7747
36005022702,"Census Tract 227.02, Bronx County, New York",male,868,112
36005022702,"Census Tract 227.02, Bronx County, New York",female,739,108
36005022702,"Census Tract 227.02, Bronx County, New York",total_pop,1607,182
36005022702,"Census Tract 227.02, Bronx County, New York",white,0,12
36005022702,"Census Tract 227.02, Bronx County, New York",black,263,111
36005022702,"Census Tract 227.02, Bronx County, New York",asian,114,103
36005022702,"Census Tract 227.02, Bronx County, New York",latino,1161,180
36005022702,"Census Tract 227.02, Bronx County, New York",med_inc,26554,10456
36005022703,"Census Tract 227.03, Bronx County, New York",male,833,122
36005022703,"Census Tract 227.03, Bronx County, New York",female,855,148
36005022703,"Census Tract 227.03, Bronx County, New York",total_pop,1688,186
36005022703,"Census Tract 227.03, Bronx County, New York",white,74,48
36005022703,"Census Tract 227.03, Bronx County, New York",black,367,144
36005022703,"Census Tract 227.03, Bronx County, New York",asian,88,69
36005022703,"Census Tract 227.03, Bronx County, New York",latino,1144,218
36005022703,"Census Tract 227.03, Bronx County, New York",med_inc,60938,25948
36005022800,"Census Tract 228, Bronx County, New York",male,2951,371
36005022800,"Census Tract 228, Bronx County, New York",female,3177,436
36005022800,"Census Tract 228, Bronx County, New York",total_pop,6128,573
36005022800,"Census Tract 228, Bronx County, New York",white,1088,355
36005022800,"Census Tract 228, Bronx County, New York",black,934,358
36005022800,"Census Tract 228, Bronx County, New York",asian,818,437
36005022800,"Census Tract 228, Bronx County, New York",latino,2977,599
36005022800,"Census Tract 228, Bronx County, New York",med_inc,58431,8014
36005022901,"Census Tract 229.01, Bronx County, New York",male,2560,347
36005022901,"Census Tract 229.01, Bronx County, New York",female,3183,402
36005022901,"Census Tract 229.01, Bronx County, New York",total_pop,5743,549
36005022901,"Census Tract 229.01, Bronx County, New York",white,88,81
36005022901,"Census Tract 229.01, Bronx County, New York",black,1995,412
36005022901,"Census Tract 229.01, Bronx County, New York",asian,59,39
36005022901,"Census Tract 229.01, Bronx County, New York",latino,3414,496
36005022901,"Census Tract 229.01, Bronx County, New York",med_inc,35461,11701
36005022902,"Census Tract 229.02, Bronx County, New York",male,1575,289
36005022902,"Census Tract 229.02, Bronx County, New York",female,2039,308
36005022902,"Census Tract 229.02, Bronx County, New York",total_pop,3614,465
36005022902,"Census Tract 229.02, Bronx County, New York",white,32,42
36005022902,"Census Tract 229.02, Bronx County, New York",black,619,329
36005022902,"Census Tract 229.02, Bronx County, New York",asian,53,58
36005022902,"Census Tract 229.02, Bronx County, New York",latino,2777,449
36005022902,"Census Tract 229.02, Bronx County, New York",med_inc,34167,14600
36005023000,"Census Tract 230, Bronx County, New York",male,1345,233
36005023000,"Census Tract 230, Bronx County, New York",female,1457,201
36005023000,"Census Tract 230, Bronx County, New York",total_pop,2802,339
36005023000,"Census Tract 230, Bronx County, New York",white,533,262
36005023000,"Census Tract 230, Bronx County, New York",black,499,261
36005023000,"Census Tract 230, Bronx County, New York",asian,257,131
36005023000,"Census Tract 230, Bronx County, New York",latino,1448,408
36005023000,"Census Tract 230, Bronx County, New York",med_inc,38958,14049
36005023100,"Census Tract 231, Bronx County, New York",male,764,174
36005023100,"Census Tract 231, Bronx County, New York",female,773,199
36005023100,"Census Tract 231, Bronx County, New York",total_pop,1537,252
36005023100,"Census Tract 231, Bronx County, New York",white,40,25
36005023100,"Census Tract 231, Bronx County, New York",black,549,125
36005023100,"Census Tract 231, Bronx County, New York",asian,0,12
36005023100,"Census Tract 231, Bronx County, New York",latino,948,228
36005023100,"Census Tract 231, Bronx County, New York",med_inc,29263,6981
36005023200,"Census Tract 232, Bronx County, New York",male,1187,172
36005023200,"Census Tract 232, Bronx County, New York",female,1289,191
36005023200,"Census Tract 232, Bronx County, New York",total_pop,2476,279
36005023200,"Census Tract 232, Bronx County, New York",white,704,164
36005023200,"Census Tract 232, Bronx County, New York",black,315,153
36005023200,"Census Tract 232, Bronx County, New York",asian,139,100
36005023200,"Census Tract 232, Bronx County, New York",latino,1238,275
36005023200,"Census Tract 232, Bronx County, New York",med_inc,56528,9131
36005023301,"Census Tract 233.01, Bronx County, New York",male,1662,298
36005023301,"Census Tract 233.01, Bronx County, New York",female,2294,342
36005023301,"Census Tract 233.01, Bronx County, New York",total_pop,3956,378
36005023301,"Census Tract 233.01, Bronx County, New York",white,0,12
36005023301,"Census Tract 233.01, Bronx County, New York",black,1292,331
36005023301,"Census Tract 233.01, Bronx County, New York",asian,81,54
36005023301,"Census Tract 233.01, Bronx County, New York",latino,2500,442
36005023301,"Census Tract 233.01, Bronx County, New York",med_inc,30861,7745
36005023302,"Census Tract 233.02, Bronx County, New York",male,1712,301
36005023302,"Census Tract 233.02, Bronx County, New York",female,1994,250
36005023302,"Census Tract 233.02, Bronx County, New York",total_pop,3706,432
36005023302,"Census Tract 233.02, Bronx County, New York",white,47,49
36005023302,"Census Tract 233.02, Bronx County, New York",black,515,126
36005023302,"Census Tract 233.02, Bronx County, New York",asian,65,74
36005023302,"Census Tract 233.02, Bronx County, New York",latino,3079,435
36005023302,"Census Tract 233.02, Bronx County, New York",med_inc,42500,11452
36005023501,"Census Tract 235.01, Bronx County, New York",male,1286,200
36005023501,"Census Tract 235.01, Bronx County, New York",female,1898,315
36005023501,"Census Tract 235.01, Bronx County, New York",total_pop,3184,368
36005023501,"Census Tract 235.01, Bronx County, New York",white,21,33
36005023501,"Census Tract 235.01, Bronx County, New York",black,169,144
36005023501,"Census Tract 235.01, Bronx County, New York",asian,22,24
36005023501,"Census Tract 235.01, Bronx County, New York",latino,2943,368
36005023501,"Census Tract 235.01, Bronx County, New York",med_inc,34591,14318
36005023502,"Census Tract 235.02, Bronx County, New York",male,2068,304
36005023502,"Census Tract 235.02, Bronx County, New York",female,2085,426
36005023502,"Census Tract 235.02, Bronx County, New York",total_pop,4153,609
36005023502,"Census Tract 235.02, Bronx County, New York",white,17,27
36005023502,"Census Tract 235.02, Bronx County, New York",black,794,226
36005023502,"Census Tract 235.02, Bronx County, New York",asian,43,38
36005023502,"Census Tract 235.02, Bronx County, New York",latino,3299,634
36005023502,"Census Tract 235.02, Bronx County, New York",med_inc,29342,11136
36005023600,"Census Tract 236, Bronx County, New York",male,811,167
36005023600,"Census Tract 236, Bronx County, New York",female,1005,212
36005023600,"Census Tract 236, Bronx County, New York",total_pop,1816,281
36005023600,"Census Tract 236, Bronx County, New York",white,564,254
36005023600,"Census Tract 236, Bronx County, New York",black,314,206
36005023600,"Census Tract 236, Bronx County, New York",asian,197,136
36005023600,"Census Tract 236, Bronx County, New York",latino,740,229
36005023600,"Census Tract 236, Bronx County, New York",med_inc,38021,20769
36005023702,"Census Tract 237.02, Bronx County, New York",male,566,133
36005023702,"Census Tract 237.02, Bronx County, New York",female,614,119
36005023702,"Census Tract 237.02, Bronx County, New York",total_pop,1180,157
36005023702,"Census Tract 237.02, Bronx County, New York",white,11,17
36005023702,"Census Tract 237.02, Bronx County, New York",black,214,105
36005023702,"Census Tract 237.02, Bronx County, New York",asian,0,12
36005023702,"Census Tract 237.02, Bronx County, New York",latino,952,146
36005023702,"Census Tract 237.02, Bronx County, New York",med_inc,37734,14978
36005023703,"Census Tract 237.03, Bronx County, New York",male,2913,349
36005023703,"Census Tract 237.03, Bronx County, New York",female,2661,346
36005023703,"Census Tract 237.03, Bronx County, New York",total_pop,5574,540
36005023703,"Census Tract 237.03, Bronx County, New York",white,71,50
36005023703,"Census Tract 237.03, Bronx County, New York",black,955,232
36005023703,"Census Tract 237.03, Bronx County, New York",asian,20,28
36005023703,"Census Tract 237.03, Bronx County, New York",latino,4495,566
36005023703,"Census Tract 237.03, Bronx County, New York",med_inc,30109,12169
36005023704,"Census Tract 237.04, Bronx County, New York",male,1805,285
36005023704,"Census Tract 237.04, Bronx County, New York",female,1998,293
36005023704,"Census Tract 237.04, Bronx County, New York",total_pop,3803,342
36005023704,"Census Tract 237.04, Bronx County, New York",white,14,21
36005023704,"Census Tract 237.04, Bronx County, New York",black,675,190
36005023704,"Census Tract 237.04, Bronx County, New York",asian,0,12
36005023704,"Census Tract 237.04, Bronx County, New York",latino,3071,377
36005023704,"Census Tract 237.04, Bronx County, New York",med_inc,20679,5247
36005023800,"Census Tract 238, Bronx County, New York",male,1166,173
36005023800,"Census Tract 238, Bronx County, New York",female,1075,144
36005023800,"Census Tract 238, Bronx County, New York",total_pop,2241,250
36005023800,"Census Tract 238, Bronx County, New York",white,409,131
36005023800,"Census Tract 238, Bronx County, New York",black,380,173
36005023800,"Census Tract 238, Bronx County, New York",asian,174,76
36005023800,"Census Tract 238, Bronx County, New York",latino,1206,226
36005023800,"Census Tract 238, Bronx County, New York",med_inc,52599,6874
36005023900,"Census Tract 239, Bronx County, New York",male,3609,481
36005023900,"Census Tract 239, Bronx County, New York",female,4264,561
36005023900,"Census Tract 239, Bronx County, New York",total_pop,7873,726
36005023900,"Census Tract 239, Bronx County, New York",white,0,17
36005023900,"Census Tract 239, Bronx County, New York",black,1968,695
36005023900,"Census Tract 239, Bronx County, New York",asian,87,124
36005023900,"Census Tract 239, Bronx County, New York",latino,5535,718
36005023900,"Census Tract 239, Bronx County, New York",med_inc,27615,16189
36005024000,"Census Tract 240, Bronx County, New York",male,2138,324
36005024000,"Census Tract 240, Bronx County, New York",female,1765,313
36005024000,"Census Tract 240, Bronx County, New York",total_pop,3903,488
36005024000,"Census Tract 240, Bronx County, New York",white,409,274
36005024000,"Census Tract 240, Bronx County, New York",black,688,195
36005024000,"Census Tract 240, Bronx County, New York",asian,82,61
36005024000,"Census Tract 240, Bronx County, New York",latino,2652,513
36005024000,"Census Tract 240, Bronx County, New York",med_inc,39688,24334
36005024100,"Census Tract 241, Bronx County, New York",male,3149,315
36005024100,"Census Tract 241, Bronx County, New York",female,3472,381
36005024100,"Census Tract 241, Bronx County, New York",total_pop,6621,534
36005024100,"Census Tract 241, Bronx County, New York",white,305,238
36005024100,"Census Tract 241, Bronx County, New York",black,2030,358
36005024100,"Census Tract 241, Bronx County, New York",asian,184,220
36005024100,"Census Tract 241, Bronx County, New York",latino,4068,668
36005024100,"Census Tract 241, Bronx County, New York",med_inc,41322,3730
36005024300,"Census Tract 243, Bronx County, New York",male,2586,304
36005024300,"Census Tract 243, Bronx County, New York",female,3151,345
36005024300,"Census Tract 243, Bronx County, New York",total_pop,5737,422
36005024300,"Census Tract 243, Bronx County, New York",white,74,53
36005024300,"Census Tract 243, Bronx County, New York",black,1055,357
36005024300,"Census Tract 243, Bronx County, New York",asian,59,67
36005024300,"Census Tract 243, Bronx County, New York",latino,4487,501
36005024300,"Census Tract 243, Bronx County, New York",med_inc,25088,4089
36005024400,"Census Tract 244, Bronx County, New York",male,1045,146
36005024400,"Census Tract 244, Bronx County, New York",female,1101,118
36005024400,"Census Tract 244, Bronx County, New York",total_pop,2146,187
36005024400,"Census Tract 244, Bronx County, New York",white,748,132
36005024400,"Census Tract 244, Bronx County, New York",black,82,79
36005024400,"Census Tract 244, Bronx County, New York",asian,62,39
36005024400,"Census Tract 244, Bronx County, New York",latino,1197,199
36005024400,"Census Tract 244, Bronx County, New York",med_inc,60709,8545
36005024501,"Census Tract 245.01, Bronx County, New York",male,2246,357
36005024501,"Census Tract 245.01, Bronx County, New York",female,2625,280
36005024501,"Census Tract 245.01, Bronx County, New York",total_pop,4871,462
36005024501,"Census Tract 245.01, Bronx County, New York",white,68,74
36005024501,"Census Tract 245.01, Bronx County, New York",black,779,325
36005024501,"Census Tract 245.01, Bronx County, New York",asian,40,65
36005024501,"Census Tract 245.01, Bronx County, New York",latino,3935,485
36005024501,"Census Tract 245.01, Bronx County, New York",med_inc,24146,7255
36005024502,"Census Tract 245.02, Bronx County, New York",male,1553,278
36005024502,"Census Tract 245.02, Bronx County, New York",female,2124,325
36005024502,"Census Tract 245.02, Bronx County, New York",total_pop,3677,396
36005024502,"Census Tract 245.02, Bronx County, New York",white,28,31
36005024502,"Census Tract 245.02, Bronx County, New York",black,791,210
36005024502,"Census Tract 245.02, Bronx County, New York",asian,0,12
36005024502,"Census Tract 245.02, Bronx County, New York",latino,2858,395
36005024502,"Census Tract 245.02, Bronx County, New York",med_inc,29835,12816
36005024600,"Census Tract 246, Bronx County, New York",male,1029,164
36005024600,"Census Tract 246, Bronx County, New York",female,982,128
36005024600,"Census Tract 246, Bronx County, New York",total_pop,2011,225
36005024600,"Census Tract 246, Bronx County, New York",white,855,185
36005024600,"Census Tract 246, Bronx County, New York",black,97,62
36005024600,"Census Tract 246, Bronx County, New York",asian,356,213
36005024600,"Census Tract 246, Bronx County, New York",latino,703,182
36005024600,"Census Tract 246, Bronx County, New York",med_inc,65473,9169
36005024700,"Census Tract 247, Bronx County, New York",male,1004,185
36005024700,"Census Tract 247, Bronx County, New York",female,1054,152
36005024700,"Census Tract 247, Bronx County, New York",total_pop,2058,234
36005024700,"Census Tract 247, Bronx County, New York",white,28,22
36005024700,"Census Tract 247, Bronx County, New York",black,890,156
36005024700,"Census Tract 247, Bronx County, New York",asian,6,9
36005024700,"Census Tract 247, Bronx County, New York",latino,1125,263
36005024700,"Census Tract 247, Bronx County, New York",med_inc,49107,11925
36005024800,"Census Tract 248, Bronx County, New York",male,1554,198
36005024800,"Census Tract 248, Bronx County, New York",female,1524,201
36005024800,"Census Tract 248, Bronx County, New York",total_pop,3078,276
36005024800,"Census Tract 248, Bronx County, New York",white,1485,276
36005024800,"Census Tract 248, Bronx County, New York",black,355,183
36005024800,"Census Tract 248, Bronx County, New York",asian,302,127
36005024800,"Census Tract 248, Bronx County, New York",latino,903,236
36005024800,"Census Tract 248, Bronx County, New York",med_inc,69786,13016
36005024900,"Census Tract 249, Bronx County, New York",male,0,12
36005024900,"Census Tract 249, Bronx County, New York",female,0,12
36005024900,"Census Tract 249, Bronx County, New York",total_pop,0,12
36005024900,"Census Tract 249, Bronx County, New York",white,0,12
36005024900,"Census Tract 249, Bronx County, New York",black,0,12
36005024900,"Census Tract 249, Bronx County, New York",asian,0,12
36005024900,"Census Tract 249, Bronx County, New York",latino,0,12
36005024900,"Census Tract 249, Bronx County, New York",med_inc,NA,NA
36005025000,"Census Tract 250, Bronx County, New York",male,1139,211
36005025000,"Census Tract 250, Bronx County, New York",female,1452,206
36005025000,"Census Tract 250, Bronx County, New York",total_pop,2591,305
36005025000,"Census Tract 250, Bronx County, New York",white,1270,303
36005025000,"Census Tract 250, Bronx County, New York",black,2,4
36005025000,"Census Tract 250, Bronx County, New York",asian,490,216
36005025000,"Census Tract 250, Bronx County, New York",latino,797,304
36005025000,"Census Tract 250, Bronx County, New York",med_inc,85868,9204
36005025100,"Census Tract 251, Bronx County, New York",male,3568,572
36005025100,"Census Tract 251, Bronx County, New York",female,3792,586
36005025100,"Census Tract 251, Bronx County, New York",total_pop,7360,872
36005025100,"Census Tract 251, Bronx County, New York",white,64,75
36005025100,"Census Tract 251, Bronx County, New York",black,1440,413
36005025100,"Census Tract 251, Bronx County, New York",asian,545,278
36005025100,"Census Tract 251, Bronx County, New York",latino,5276,844
36005025100,"Census Tract 251, Bronx County, New York",med_inc,36830,7544
36005025200,"Census Tract 252, Bronx County, New York",male,1374,147
36005025200,"Census Tract 252, Bronx County, New York",female,1413,198
36005025200,"Census Tract 252, Bronx County, New York",total_pop,2787,258
36005025200,"Census Tract 252, Bronx County, New York",white,1103,174
36005025200,"Census Tract 252, Bronx County, New York",black,112,100
36005025200,"Census Tract 252, Bronx County, New York",asian,294,111
36005025200,"Census Tract 252, Bronx County, New York",latino,1208,293
36005025200,"Census Tract 252, Bronx County, New York",med_inc,77500,26442
36005025300,"Census Tract 253, Bronx County, New York",male,2667,321
36005025300,"Census Tract 253, Bronx County, New York",female,3532,338
36005025300,"Census Tract 253, Bronx County, New York",total_pop,6199,490
36005025300,"Census Tract 253, Bronx County, New York",white,24,32
36005025300,"Census Tract 253, Bronx County, New York",black,830,317
