fips,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,borough,geometry,NAME.y,male,female,total_pop,white,black,asian,latino,med_inc,otherrace,county,tract_race,eff_cameras_within_200m,eff_cameras,cameras_within_200m,cameras,n_stops,n_2019,n_2020,n_black,stop_rate,surv
36081,36,081,015100,36081015100,151,Census Tract 151,G5020,S,133431,0,+40.7601670,-073.9108443,Queens,"list(list(c(1008601.49284985, 1008683.91061189, 1008907.88399744, 1009129.36446851, 1009351.40184508, 1009572.88765676, 1009794.09815617, 1009270.28093887, 1009215.79465662, 1008994.30144095, 1008770.87107854, 1008550.21393602, 1008328.17445564, 1008103.6413001, 1008601.49284985, 216911.104079945, 217045.261457165, 216907.405803433, 216771.735663842, 216635.70379371, 216499.673384556, 216364.373377823, 215514.567843422, 215426.707536011, 215562.376813305, 215698.410492487, 215834.084677556, 215969.395169585, 
216107.619909635, 216911.104079945)))","Census Tract 151, Queens County, New York",1313,1300,2613,1691,56,260,568,69083,38,Queens,White,2.698656488446564,0.5511322563252832,2,1,8,1,7,1,3.0616150019135095,1.0327808987549039
36081,36,081,011400,36081011400,114,Census Tract 114,G5020,S,119157,0,+40.6879308,-073.8418285,Queens,"list(list(c(1027854.41849824, 1028331.64698367, 1028347.5309803, 1028409.39629296, 1028494.38989715, 1028656.02459087, 1028416.84992553, 1028645.9336506, 1028411.4648308, 1028177.8263326, 1028021.78795743, 1027791.0498238, 1027634.70017641, 1027551.10005387, 1027470.02720675, 1027854.41849824, 190624.581106515, 190802.506664869, 190760.273234148, 190595.344211043, 190370.343052247, 189940.728865815, 189851.396416536, 189240.468787896, 189152.238014209, 189064.011010444, 189005.800971997, 189618.917425811, 
190047.089415185, 190272.096028299, 190480.348271089, 190624.581106515)))","Census Tract 114, Queens County, New York",661,642,1303,262,79,370,512,49223,80,Queens,Latino,0.02990610215812073,0,0,0,1,0,1,1,0.7674597083653109,0.02295172844061453
36081,36,081,101001,36081101001,1010.01,Census Tract 1010.01,G5020,S,804849,210562,+40.5968328,-073.7501362,Queens,"list(list(c(1052631.23752538, 1052740.15688271, 1052878.62463306, 1053081.51674684, 1053185.85934071, 1053379.18902422, 1053572.85020878, 1053753.65991813, 1054010.0191459, 1054348.22602704, 1054472.55531745, 1054655.95155759, 1054853.82026525, 1054885.72990681, 1054948.37677045, 1054987.39262671, 1055020.21731885, 1055050.75738648, 1055118.05761575, 1055132.19417946, 1055159.31643798, 1055174.03206006, 1055189.86179882, 1055223.37949162, 1055285.81219374, 1055303.81543399, 1055342.33231372, 1055428.99752537, 
1055459.87585239, 1055462.08049784, 1055273.97280072, 1055079.32390692, 1054947.17541607, 1054762.38195714, 1054158.3732293, 1053424.47201688, 1053186.94722156, 1053199.80912985, 1053117.92274297, 1053006.0136432, 1053025.32761392, 1052912.76945043, 1052798.67703151, 1052795.96615427, 1052795.25057626, 1052792.15836184, 1052789.95317292, 1052785.78082298, 1052830.57044808, 1052987.08352229, 1052545.27968089, 1052588.53157596, 1052631.23752538, 158225.097581321, 158794.482849233, 159518.426764619, 
159354.688509294, 159279.932603973, 159160.253315756, 159022.360150895, 158912.484991298, 158990.456195773, 159091.982776303, 159117.479959101, 159170.47321141, 159211.851382284, 158933.233723195, 158684.580266787, 158445.695087347, 158235.209485667, 158046.5769147, 157631.804345182, 157545.50002075, 157386.732474277, 157292.414672286, 157197.007149103, 157035.70804843, 156768.109935914, 156689.467885572, 156528.547895294, 156142.614752619, 156030.128098643, 156006.013836106, 156079.215017912, 156112.074525828, 
156097.943463145, 156035.782409754, 155761.146291819, 155289.860386303, 155019.026556675, 154911.141060031, 154734.927818078, 154648.545096802, 154772.389973338, 155192.86939153, 155370.703426071, 155642.847872712, 155699.680832523, 156008.621235342, 156199.886598031, 156990.828452018, 157160.002363892, 157691.632792762, 157784.020445319, 158006.381369506, 158225.097581321)))","Census Tract 1010.01, Queens County, New York",5501,6752,12253,2915,5379,180,3545,41332,234,Queens,Black,6.256909397091683,1.8741342335261408,10,3,47,41,6,37,3.8357953154329554,0.510643058605377
36081,36,081,042600,36081042600,426,Census Tract 426,G5020,S,521709,0,+40.6888726,-073.7702025,Queens,"list(list(c(1046518.94828446, 1046579.20441972, 1046632.28142616, 1046784.20642764, 1046780.69564835, 1047004.76946585, 1046746.97926077, 1046985.47557175, 1047223.13879265, 1047460.52072818, 1047579.35051935, 1047624.81010683, 1047989.15698998, 1048134.19320807, 1048179.97624673, 1048549.54459368, 1048952.12203958, 1049086.12889606, 1049164.53653912, 1049408.1378278, 1049504.11905612, 1049398.44981386, 1049192.33508021, 1048995.65127354, 1048767.16705461, 1048513.18621048, 1048455.42707195, 1048162.22000997, 
1048129.71590258, 1048111.93784743, 1047373.32693085, 1047165.10219773, 1046981.34281103, 1046795.37293064, 1046689.4451589, 1046440.59900063, 1046479.93241545, 1046518.94828446, 189950.436398791, 190029.286266841, 190095.73062043, 190331.478618704, 190402.514003003, 190512.390914574, 191111.414224231, 191218.049135446, 191324.319907316, 191431.320942748, 191484.458365231, 191385.84334573, 191614.867526978, 191719.811391568, 191709.73058044, 191638.568536187, 191564.949693524, 191540.89683959, 191360.398262265, 
190799.617050831, 190479.628165181, 190379.15367604, 190194.250596981, 190007.552767386, 189784.703370337, 189448.481961825, 189371.091220247, 188972.105113735, 188676.547814053, 188476.119469399, 189021.413142592, 189212.510716702, 189381.813425009, 189548.925853887, 189651.0301787, 189897.407810142, 189916.089377956, 189950.436398791)))","Census Tract 426, Queens County, New York",442,35,477,170,247,29,31,NA,0,Queens,Black,3.18322681849723,0.6125966477538004,3,0,4,0,4,3,8.385744234800839,6.67343148531914
36081,36,081,018300,36081018300,183,Census Tract 183,G5020,S,215023,0,+40.7453409,-073.9196687,Queens,"list(list(c(1006016.22977156, 1006104.10286649, 1006196.10266706, 1006321.7023251, 1006594.00584428, 1006783.19998988, 1006816.17392641, 1006865.21922992, 1006965.2589481, 1007121.27659053, 1007079.6976154, 1007053.81310858, 1007037.56523618, 1006996.79511879, 1006967.61919481, 1006875.36115673, 1006785.84851045, 1006770.4339696, 1006724.1520535, 1006668.80114725, 1006411.33084577, 1006154.14077849, 1005897.22339065, 1005999.42758972, 1006016.22977156, 210209.302698264, 210788.669531856, 211396.09412271, 
212222.513413067, 212290.528356397, 212342.802772729, 212340.647413061, 212337.414070312, 212320.74820252, 212295.02712285, 212019.188465967, 211847.927991514, 211741.527730589, 211487.54996587, 211279.124659042, 210671.69691379, 210086.860796703, 209975.725248359, 209682.759495995, 209306.717828186, 209345.464919427, 209381.664671398, 209423.696700882, 210096.709065379, 210209.302698264)))","Census Tract 183, Queens County, New York",3008,3056,6064,2659,19,1387,1795,75453,204,Queens,White,2.8641956545958096,1.007804046118791,3,2,2,2,0,0,0.32981530343007914,0.4723277794518156
36081,36,081,070900,36081070900,709,Census Tract 709,G5020,S,219537,0,+40.7192652,-073.8550205,Queens,"list(list(c(1023673.78633574, 1023789.05300925, 1023858.61640586, 1024390.1344609, 1025067.30839624, 1025662.65862199, 1025551.62462706, 1025438.64494519, 1025326.77314531, 1025214.62258243, 1024619.25404052, 1024015.29719699, 1023899.53126247, 1023837.64249114, 1023677.69804306, 1023547.49752166, 1023466.80402234, 1023673.78633574, 202226.825827995, 202254.338087447, 202261.373753036, 202006.850424137, 201682.995890078, 201398.732658178, 201163.185655592, 200929.457539706, 200695.003185189, 200460.184568614, 
200744.823017505, 201034.926970481, 200800.472827599, 200674.313332232, 200329.760359323, 201473.548664934, 202177.670276641, 202226.825827995)))","Census Tract 709, Queens County, New York",1335,1534,2869,1287,60,1039,238,97026,245,Queens,White,1.1564177614898872,0.4981011499913406,1,0,NA,NA,NA,NA,NA,0.4030734616555898
36081,36,081,006900,36081006900,69,Census Tract 69,G5020,S,210779,0,+40.7715037,-073.9221645,Queens,"list(list(c(1004993.09124652, 1005043.43435659, 1005165.40415053, 1005305.37369399, 1005634.62413053, 1005808.14359655, 1006001.63398582, 1006197.34374381, 1006387.7897977, 1006468.18432316, 1006569.09349879, 1006756.22117919, 1006767.86468829, 1006920.88943533, 1007045.91581413, 1006931.36645538, 1006686.9674827, 1006066.03840762, 1005799.29459271, 1005736.0821751, 1005593.01073226, 1005402.81223194, 1005084.2633156, 1004948.9823543, 1004933.7337262, 1004774.59278073, 1004993.09124652, 221007.957481317, 
221085.603613822, 221290.09956902, 221496.069104269, 221258.447228604, 221107.402354742, 220926.865609021, 220745.60375767, 220568.710694559, 220492.274149008, 220396.911393794, 220220.018190957, 220209.098990848, 220071.159119068, 219959.06156939, 219826.70120629, 219928.487330302, 219224.393470523, 219532.016745736, 219597.540687065, 219760.635754273, 219970.689549824, 220308.150998943, 220440.288252241, 220457.398920444, 220638.337508857, 221007.957481317)))","Census Tract 69, Queens County, New York",1922,1777,3699,1777,128,750,968,79953,76,Queens,White,4.958801965543328,2.316004275514422,5,1,9,9,0,2,2.4330900243309004,1.3405790661106591
36081,36,081,015900,36081015900,159,Census Tract 159,G5020,S,169679,0,+40.7557869,-073.9183425,Queens,"list(list(c(1006048.61191515, 1006396.9085265, 1006911.1565019, 1007132.63816819, 1007354.39937166, 1007575.60864196, 1007797.09744275, 1007281.48106691, 1007070.96906475, 1006713.36379072, 1006338.32664162, 1006282.37828928, 1005966.61476345, 1006270.3772058, 1006048.61191515, 214262.892345633, 214825.372849988, 215662.719764864, 215525.93847228, 215389.15947235, 215252.746306226, 215116.335432775, 214281.154606586, 213935.204179821, 213853.988753293, 213745.073462385, 213725.712988699, 213631.794960374, 
214127.560837848, 214262.892345633)))","Census Tract 159, Queens County, New York",1607,1815,3422,2203,11,415,710,63818,83,Queens,White,2.7496067474614967,0.15460416283560932,3,0,9,8,1,1,2.6300409117475163,0.8035086930045285
36081,36,081,011600,36081011600,116,Census Tract 116,G5020,S,136941,0,+40.6887757,-073.8388054,Queens,"list(list(c(1028825.77222913, 1028987.6108972, 1029069.64389256, 1029311.29112715, 1029325.78256687, 1029443.94783812, 1029475.16237532, 1029608.10589346, 1029635.97729493, 1029391.26670236, 1029148.21622683, 1029378.98518521, 1029135.09829529, 1028885.11283121, 1028645.9336506, 1028416.84992553, 1028656.02459087, 1028494.38989715, 1028409.39629296, 1028347.5309803, 1028331.64698367, 1028825.77222913, 190987.394887548, 191050.357125375, 191079.290395239, 191173.370210533, 191135.142457102, 190822.03831441, 
190739.029199899, 190385.148469299, 190310.877245112, 190219.703187268, 190129.627658017, 189515.795332105, 189424.261096432, 189330.167802472, 189240.468787896, 189851.396416536, 189940.728865815, 190370.343052247, 190595.344211043, 190760.273234148, 190802.506664869, 190987.394887548)))","Census Tract 116, Queens County, New York",982,998,1980,195,107,876,713,80313,89,Queens,Asian,0.9995431365009994,0.2435273751453006,1,0,2,0,2,0,1.0101010101010102,0.5048197659095957
36081,36,081,055100,36081055100,551,Census Tract 551,G5020,S,155133,0,+40.7015951,-073.9039117,Queens,"list(list(c(1010256.3199566, 1010512.16252971, 1010833.3413618, 1011039.52377431, 1011245.43242173, 1011451.06527705, 1011598.15266983, 1011704.02402276, 1011784.15832838, 1011862.90995096, 1011922.76712463, 1011610.27793579, 1011585.87783332, 1011287.80622318, 1010959.26114012, 1010625.19465175, 1010424.19804086, 1010256.19377827, 1010043.55398102, 1009677.32444112, 1009937.33616387, 1010256.3199566, 195019.780274979, 195350.502852962, 195764.731178491, 195606.109808115, 195446.761229693, 195288.507084163, 
195169.1720067, 195210.09640388, 194962.807042335, 194713.694743303, 194500.629848884, 194496.996878054, 194496.605075848, 194493.721143649, 194466.032907738, 194415.390337514, 194386.390855642, 194360.707307842, 194328.419545483, 194272.65526796, 194608.841000488, 195019.780274979)))","Census Tract 551, Queens County, New York",1965,2279,4244,1722,165,471,1838,75280,48,Queens,Latino,7.004302419012644,1.788991887685044,13,2,5,2,3,1,1.1781338360037699,1.6504011354883705
36081,36,081,048100,36081048100,481,Census Tract 481,G5020,S,139052,0,+40.7422192,-073.8850516,Queens,"list(list(c(1015535.396295, 1015781.96744957, 1016010.53841179, 1016090.28294462, 1016197.05184565, 1016428.8963886, 1016718.16121468, 1016773.07674173, 1016981.93639392, 1017224.94500526, 1016986.6855005, 1016687.74796741, 1016719.63938394, 1016224.98911961, 1015976.54693813, 1015954.73604041, 1015916.7104444, 1015669.30273252, 1015655.72626427, 1015422.16758945, 1015289.39211324, 1015535.396295, 210235.006833992, 210271.394759346, 210298.653328901, 210344.29931717, 210278.859817023, 210135.619197791, 
209949.466344591, 209912.742317633, 209763.646894149, 209568.693798126, 209529.752114717, 209483.809304149, 209258.694754094, 209054.37658303, 208956.409644928, 209106.485914259, 209365.840651989, 209326.535643523, 209325.060747124, 209290.148164206, 210188.056508723, 210235.006833992)))","Census Tract 481, Queens County, New York",3288,3146,6434,438,244,3163,2419,45864,170,Queens,Asian,2.6901045993491577,0.33670779219762864,6,2,12,6,6,0,1.8650917003419334,0.41810764677481466
36081,36,081,046100,36081046100,461,Census Tract 461,G5020,S,112817,0,+40.7417148,-073.8712656,Queens,"list(list(c(1019308.16132692, 1019616.32560406, 1019880.42808498, 1020109.61091561, 1020173.55566933, 1020968.67947087, 1020969.61052631, 1020974.29232843, 1020974.60911959, 1020951.28541492, 1020411.43973672, 1020036.95066784, 1019797.35331852, 1019550.55231915, 1019310.39792129, 1019066.64174354, 1018945.51000193, 1018883.60766674, 1019308.16132692, 209812.072263137, 209795.395675855, 209780.479946002, 209768.79446779, 209813.701869876, 210106.357352791, 210040.414631773, 209693.213149112, 209666.981713481, 
209514.655604562, 209355.36093548, 209244.77766939, 209174.109539939, 209101.611642598, 209030.947517569, 208958.823278221, 209369.616381601, 209444.580390194, 209812.072263137)))","Census Tract 461, Queens County, New York",1480,984,2464,190,36,849,1268,65547,121,Queens,Latino,0.870767929685953,0,1,0,12,8,4,2,4.87012987012987,0.35339607535955886
36081,36,081,023600,36081023600,236,Census Tract 236,G5020,S,176279,0,+40.7073435,-073.8049191,Queens,"list(list(c(1037708.17145147, 1037943.90708953, 1038178.25481172, 1038309.05629056, 1038356.57402525, 1038543.44570993, 1038562.04704417, 1038592.01780401, 1038617.2819866, 1038681.70937053, 1038723.9354023, 1038758.95647725, 1038791.21421501, 1038861.30281042, 1038927.35793987, 1039083.13496651, 1039242.26088291, 1038965.78992815, 1038711.74679149, 1038136.61199413, 1038000.20911138, 1037874.13145083, 1037773.73201047, 1037679.18739611, 1037586.05176221, 1037468.00062441, 1037708.17145147, 197859.832522046, 
197948.885003878, 198037.936698608, 197813.799589018, 197764.720719808, 197636.16459028, 197624.547589952, 197611.863048075, 197596.253358546, 197548.670310867, 197510.874563556, 197471.605393857, 197428.32242821, 197329.381904878, 197175.054199449, 196823.097389993, 196463.498248066, 196360.496855785, 196269.936149042, 196064.263714659, 196435.578882837, 196778.499844611, 197045.332913094, 197298.334721642, 197541.867406298, 197769.679622903, 197859.832522046)))","Census Tract 236, Queens County, New York",1642,1501,3143,312,290,1295,1110,69046,136,Queens,Asian,5.019308392389389,1.9100728939982177,8,4,15,2,13,9,4.772510340439071,1.5969800803020646
36081,36,081,116300,36081116300,1163,Census Tract 1163,G5020,S,251471,0,+40.7638178,-073.8192084,Queens,"list(list(c(1033861.4754857, 1034195.4333034, 1034566.22056366, 1034834.55818263, 1034833.4401538, 1034852.93478679, 1034992.01445629, 1035114.44410812, 1035196.37371548, 1035255.72972583, 1035365.80189261, 1035476.71099814, 1034867.42293642, 1034757.62720611, 1034647.283998, 1034587.37382232, 1034506.00787826, 1034362.76942003, 1033993.2214093, 1033393.35254178, 1033278.84693501, 1033147.90961569, 1033079.18113691, 1033861.4754857, 218457.211301175, 218511.453453346, 218570.877220397, 218609.325842732, 
218215.478689223, 218165.605610742, 217758.206604489, 217366.804227756, 217135.259911084, 216968.519809827, 216660.889552665, 216351.804259816, 216133.38300429, 216443.202024801, 216751.1987703, 216919.760855899, 217149.122363838, 217560.523126725, 217429.331342562, 217217.524289018, 217539.363559, 217906.347661863, 218333.937016938, 218457.211301175)))","Census Tract 1163, Queens County, New York",4080,5266,9346,839,229,5861,2217,36261,200,Queens,Asian,1.8193893745141885,0.47083999545096417,2,0,1,1,0,0,0.10699764605178687,0.19467038032465103
36081,36,081,032700,36081032700,327,Census Tract 327,G5020,S,150852,0,+40.7584364,-073.8854176,Queens,"list(list(c(1015721.35524305, 1015978.6651743, 1016236.80541225, 1016337.4916305, 1016415.5324068, 1016508.9416873, 1016524.60605068, 1016302.1768952, 1016266.4438235, 1016009.38998429, 1015751.50280122, 1015643.28254506, 1015564.98377714, 1015463.76704823, 1015721.35524305, 216625.640640325, 216662.044668937, 216698.452521856, 215974.655750904, 215410.04303829, 214749.63159881, 214637.073597429, 214605.810536368, 214601.027045038, 214564.256025337, 214528.5796464, 215303.010932379, 215866.532749661, 
216589.603316714, 216625.640640325)))","Census Tract 327, Queens County, New York",1939,1763,3702,371,54,968,2296,58145,13,Queens,Latino,0.6967812132459335,0,1,0,3,2,1,0,0.8103727714748784,0.1882175076299118
36081,36,081,074700,36081074700,747,Census Tract 747,G5020,S,295509,0,+40.7326161,-073.8452064,Queens,"list(list(c(1026271.42743647, 1026260.48323311, 1026204.71403571, 1026590.40229317, 1026721.81563775, 1026912.57315518, 1026953.48153216, 1027013.8124501, 1027088.26700234, 1027174.88951461, 1027218.86428637, 1027275.6376056, 1027388.57161865, 1027425.86819493, 1027468.42691299, 1027515.41637974, 1027566.83597914, 1027622.68443857, 1027814.62584269, 1028145.67130435, 1028188.43230463, 1028505.45772372, 1028026.03250478, 1027411.43600779, 1027316.77000787, 1027297.28012546, 1027272.25032041, 1027241.40539441, 
1027205.85594475, 1027166.43474619, 1027013.88879933, 1026997.32549162, 1026935.35329306, 1026841.25357547, 1026746.0433049, 1026651.11398339, 1026554.80084188, 1026460.15117064, 1026361.88545933, 1026262.51324519, 1026163.41454734, 1026271.42743647, 207623.290257393, 207701.967026924, 208221.408064805, 208418.452697337, 208385.163704749, 207856.123690766, 207601.527533207, 207334.214054428, 207073.48364344, 206828.441267116, 206722.862809486, 206589.253559641, 206355.917248034, 206266.357916312, 
206178.994002302, 206093.824051729, 206011.212420739, 205931.887798514, 205691.408154484, 205314.921078953, 205271.278622194, 204837.935382895, 204648.706771892, 204407.147569593, 204649.259974992, 204699.138842055, 204747.186250198, 204792.308734228, 204833.415286124, 204869.77873515, 205088.108555831, 205365.33579418, 205617.708635449, 205858.366657491, 206101.209109767, 206342.959449707, 206584.70776833, 206827.188043934, 207078.406400845, 207329.623261177, 207584.120008944, 207623.290257393)))","Census Tract 747, Queens County, New York",1546,2159,3705,901,59,1580,1009,86034,156,Queens,Asian,3.161967446517358,0.4967989669231623,4,0,2,1,1,0,0.5398110661268556,0.8534325091814732
36081,36,081,012100,36081012100,121,Census Tract 121,G5020,S,137900,0,+40.7727587,-073.9035141,Queens,"list(list(c(1010686.12211198, 1010888.23647983, 1011090.07818762, 1011288.04090659, 1011485.72964085, 1011683.69875286, 1011881.94784288, 1011263.36209548, 1011065.11225124, 1010867.14279236, 1010669.45291025, 1010470.93547603, 1010269.37038068, 1010067.80800424, 1010686.12211198, 221713.013036757, 221526.695244649, 221339.285844685, 221155.881482088, 220972.478437783, 220788.712998239, 220604.949503438, 219937.158286774, 220120.926785422, 220304.332888609, 220488.105255632, 220671.514016206, 220858.564479061, 
221045.980964101, 221713.013036757)))","Census Tract 121, Queens County, New York",1071,963,2034,1453,78,114,347,83056,42,Queens,White,0.13993306069025743,0,0,0,2,1,1,0,0.9832841691248771,0.06879698165696038
36081,36,081,014400,36081014400,144,Census Tract 144,G5020,S,219829,0,+40.6984968,-073.8284961,Queens,"list(list(c(1031212.51340036, 1031459.40619882, 1031533.94287936, 1031706.01793242, 1031954.01577264, 1032149.54143873, 1032088.29111378, 1032412.48422743, 1032265.90214051, 1032074.99197097, 1032274.86335672, 1032516.56522205, 1032547.78752172, 1032248.18460652, 1031954.6846681, 1031931.82549652, 1031699.06638435, 1031498.92646517, 1031142.3851041, 1031100.34432469, 1030965.34447267, 1031212.51340036, 194936.858734232, 195018.583041864, 195044.231161715, 195101.402306968, 195183.498143111, 194596.217943419, 
194581.88834649, 193715.4227652, 193663.033332674, 193590.883634145, 193057.534169044, 192410.234175636, 192327.593293184, 192245.025177786, 192160.286767869, 192221.44934295, 192840.354798813, 193374.801408581, 194350.879985667, 194439.695465392, 194853.679089105, 194936.858734232)))","Census Tract 144, Queens County, New York",999,916,1915,113,185,569,807,56875,241,Queens,Latino,2.1542191442676546,0.3157062178729686,2,0,4,2,2,2,2.0887728459530024,1.1249186131945976
36081,36,081,053800,36081053800,538,Census Tract 538,G5020,S,188754,0,+40.7064789,-073.7425304,Queens,"list(list(c(1055233.90061426, 1055405.0952958, 1055486.5380927, 1055738.60891583, 1055927.63417834, 1055996.52616824, 1055989.5402537, 1055912.64020819, 1055836.84867658, 1056388.81536147, 1056344.64517834, 1056317.21329349, 1056271.9525654, 1056246.99169111, 1056200.9079192, 1056147.36228898, 1056096.05207172, 1056036.4400789, 1055981.00535372, 1055926.97305371, 1055874.89874973, 1055543.06513121, 1055423.131386, 1055275.54338378, 1055232.42025862, 1055201.32405136, 1055142.80379725, 1055362.30958921, 
1055176.11100154, 1054985.96944312, 1055140.54777758, 1055233.90061426, 197996.909823815, 198044.773927685, 198067.236919584, 198141.208298777, 197501.270339786, 197267.937180913, 197004.869122277, 196757.260954035, 196509.291991634, 196340.78236771, 196182.895668372, 196083.716089379, 195919.268337231, 195828.111468043, 195660.382443475, 195671.518153006, 195676.831290125, 195676.655025854, 195670.297610342, 195658.479488933, 195640.837959363, 195527.283257814, 195485.033404539, 195986.650030973, 
196131.8922055, 196241.465110964, 196437.668886864, 196655.452177807, 197279.736314513, 197928.420727933, 197970.405264009, 197996.909823815)))","Census Tract 538, Queens County, New York",845,936,1781,7,1424,75,184,101741,91,Queens,Black,1.1689911333986946,0.25665248823702097,1,0,NA,NA,NA,NA,NA,0.6563678458162239
36081,36,081,050600,36081050600,506,Census Tract 506,G5020,S,206128,0,+40.7057930,-073.7596688,Queens,"list(list(c(1050399.70643164, 1050647.90350949, 1050895.54448254, 1051144.29281466, 1051316.85387125, 1051452.20384704, 1051495.73576159, 1051758.75742149, 1051513.05636985, 1051266.52484332, 1051021.09965355, 1050775.95002115, 1050529.96687849, 1050443.60705181, 1050346.06631157, 1050201.61405818, 1050223.1173776, 1050239.89637833, 1050250.29844021, 1050254.87217055, 1050253.62255562, 1050246.27732923, 1050233.39202364, 1050245.99022718, 1050303.38144772, 1050151.78201783, 1050399.70643164, 197366.448123392, 
197445.821002278, 197525.194898274, 197604.574376211, 197061.103461112, 196641.767854225, 196640.79535175, 195876.79359735, 195792.680050786, 195707.473711836, 195622.637255224, 195537.804040579, 195452.971032983, 195703.759698108, 195988.40106126, 196396.059373336, 196441.294852368, 196490.525158782, 196539.738147691, 196591.121289541, 196642.852938065, 196693.11069771, 196741.531751778, 196798.765999262, 196798.922018902, 197288.171521691, 197366.448123392)))","Census Tract 506, Queens County, New York",604,817,1421,0,1077,196,148,85370,0,Queens,Black,2.03465852928747,0.04098133971709356,2,0,2,2,0,2,1.4074595355383532,1.4318497743050458
36081,36,081,061000,36081061000,610,Census Tract 610,G5020,S,236865,0,+40.6901782,-073.7432503,Queens,"list(list(c(1054352.10943137, 1054382.31828917, 1054621.40276301, 1054935.39379104, 1055113.32567722, 1055297.38059748, 1055596.67075566, 1055836.82620897, 1056079.48259618, 1056321.58518331, 1056568.41056333, 1056333.34629649, 1056067.75762632, 1056015.9391684, 1054412.71349501, 1054376.33987021, 1054350.64651896, 1054288.70761814, 1054352.10943137, 190656.354256771, 190759.182710919, 191226.946148293, 191775.811342983, 191715.850820542, 191648.622889991, 191530.72820603, 191436.344376554, 191340.877321132, 
191245.77537501, 191148.503913282, 190553.217371669, 189960.028988257, 189851.669642338, 190509.339612977, 190524.53647631, 190490.579567538, 190523.555007759, 190656.354256771)))","Census Tract 610, Queens County, New York",760,791,1551,9,1517,0,25,103333,0,Queens,Black,0.5636063094060724,0,0,0,7,6,1,6,4.513217279174726,0.36338253346619753
36081,36,081,129102,36081129102,1291.02,Census Tract 1291.02,G5020,S,991868,0,+40.7316384,-073.7543823,Queens,"list(list(c(1049402.34970508, 1049432.81695469, 1049582.10632305, 1049739.42849052, 1050010.02950726, 1050275.65445649, 1050542.1095765, 1050796.91655297, 1051052.56071134, 1051308.48080359, 1051563.56827418, 1051819.48494135, 1052094.7887893, 1052372.02914896, 1052509.95902797, 1052797.72017482, 1053110.41774155, 1053149.45750804, 1053403.43294516, 1053654.91094246, 1053909.43414194, 1054165.89502158, 1054491.85344346, 1054916.34285939, 1055582.55737083, 1055838.96766303, 1055650.14829109, 1055633.0294836, 
1055455.49455086, 1055269.58898345, 1055240.30968251, 1055011.50894585, 1054949.61477435, 1054871.68437649, 1054776.34235684, 1054626.83940899, 1054579.87095263, 1054476.54113625, 1054440.62411572, 1054370.47364599, 1054274.91247114, 1054214.14500529, 1054110.28781712, 1054057.80453225, 1053885.16515075, 1053742.63671954, 1053644.30225967, 1053527.13998627, 1053357.73268392, 1053298.29494315, 1053171.94776659, 1052997.99370111, 1052810.47831611, 1052706.7598696, 1052503.40371147, 1052452.48608938, 
1052281.75033354, 1052096.85928485, 1051950.14811471, 1051875.96122238, 1051794.5616292, 1051703.47200578, 1051680.49825713, 1051663.06081251, 1051665.48453288, 1051599.58200152, 1051593.18589062, 1051199.78121667, 1051081.2220831, 1050802.18358064, 1050761.3858291, 1050718.06975001, 1050585.89488611, 1050465.63290336, 1050330.6487083, 1050203.41716823, 1050140.90550309, 1049821.32816676, 1049589.72918071, 1049509.38017654, 1049272.37502078, 1049226.74867022, 1049402.34970508, 206286.970379579, 206293.974481125, 
206328.258698657, 206364.022833698, 206426.690844497, 206484.247686294, 206541.80970593, 206601.893051448, 206659.431051051, 206716.972509433, 206774.514361581, 206832.425539258, 206894.401252, 206957.114191561, 206987.376911364, 207053.038967121, 207120.232490397, 207133.094907092, 207188.831304818, 207245.29188967, 207302.492487695, 207360.065672268, 207438.97386822, 207561.164356674, 207753.294640599, 207825.094375431, 207574.605833053, 207553.059842678, 207327.745010685, 207120.623662958, 207087.383730072, 
206857.914686541, 206794.340438597, 206717.60371359, 206624.057343913, 206475.340032696, 206424.925995452, 206313.505375139, 206274.782231484, 206190.054313708, 206075.01367898, 206003.79359889, 205881.807396982, 205820.812870912, 205618.476783685, 205449.746718261, 205333.243346396, 205209.764330192, 205037.316556999, 204983.954891834, 204872.838801642, 204738.271247064, 204596.015670282, 204518.484525112, 204390.031314881, 204361.105968325, 204262.257208655, 204169.928080306, 204102.117064415, 
204068.027408789, 204036.1039086, 204000.146103895, 203988.787986906, 203979.99558915, 204005.505582618, 204082.196810718, 204089.830048671, 204427.206829542, 204503.025661694, 204680.417718299, 204700.344202289, 204729.007837953, 204818.636449136, 204910.484261853, 205014.67989879, 205122.176338127, 205177.749467007, 205490.574490506, 205761.377784114, 205855.159457944, 206180.96547997, 206246.058848038, 206286.970379579)))","Census Tract 1291.02, Queens County, New York",2111,1801,3912,2177,142,1036,352,118824,205,Queens,White,3.3782787309999645,1.8287299122946383,4,3,NA,NA,NA,NA,NA,0.863568182770952
