fips,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,borough,geometry,NAME.y,male,female,total_pop,white,black,asian,latino,med_inc,otherrace,county,tract_race,eff_cameras_within_200m,eff_cameras,cameras_within_200m,cameras,n_stops,n_2019,n_2020,n_black,stop_rate,surv
36005,36,005,026300,36005026300,263,Census Tract 263,G5020,S,158774,0,+40.8647665,-073.9044669,Bronx,"list(list(c(1009475.8972446, 1009591.44933162, 1009666.10103186, 1009757.90906103, 1009825.11527307, 1010027.80425171, 1010152.35619432, 1010172.79106753, 1010199.58715939, 1010230.53521118, 1010260.10804586, 1010298.25599998, 1010325.90316096, 1010363.23144036, 1010400.84139072, 1010438.45604728, 1010472.19287885, 1010514.2195721, 1010554.58033289, 1010589.95840808, 1010620.07918717, 1010648.53479648, 1010672.8378917, 1010692.1614918, 1010694.92063821, 1011046.86885396, 1011256.09582924, 1011453.41116818, 
1011593.14004963, 1011335.33623698, 1010990.83480886, 1011212.28681888, 1011372.01255801, 1011213.82904778, 1010992.70042277, 1010793.81992511, 1010545.97981349, 1010207.12856287, 1009812.40102252, 1009639.79589678, 1009529.71991171, 1009410.2714526, 1009393.83007769, 1009475.8972446, 253782.788070143, 253847.396643105, 253876.621951363, 253898.943104107, 253906.300726638, 254222.033109444, 254402.878117766, 254433.868794631, 254465.230640222, 254493.68225475, 254514.845650742, 254535.289622047, 
254546.613872558, 254557.58424732, 254563.818575085, 254565.680896882, 254572.639827814, 254586.894572828, 254606.97700836, 254630.697485603, 254656.233988277, 254686.869462572, 254720.779494465, 254755.412794966, 254761.609571992, 255399.225561148, 255779.099438473, 255677.305160277, 255627.91229828, 255160.175422268, 254545.516895492, 254386.181776236, 254269.771529781, 253994.5189932, 253606.981574353, 253608.94892578, 253611.593405426, 253622.158210511, 253635.219115163, 253639.40970599, 253627.635768347, 
253584.883787638, 253702.183860662, 253782.788070143)))","Census Tract 263, Bronx County, New York",2351,3867,6218,544,1189,0,4319,19629,166,Bronx,Latino,7.707056844451858,1.5159516986405996,24,7,31,22,9,8,4.985525892569958,1.2394752081781697
36005,36,005,029700,36005029700,297,Census Tract 297,G5020,S,232730,0,+40.8849310,-073.9118383,Bronx,"list(list(c(1007791.44475566, 1007884.7773103, 1007851.30715017, 1007814.23987598, 1007783.81638484, 1008024.12536549, 1008299.78329919, 1008482.80408508, 1008507.37124399, 1008656.55372927, 1008670.92757369, 1008753.32095313, 1008789.26454824, 1008903.38059233, 1009069.43646396, 1009148.73374451, 1009189.05097666, 1009202.01317954, 1009206.41155529, 1009238.16885829, 1009275.73843232, 1009307.51739436, 1009393.4858069, 1009440.80845089, 1009466.81205841, 1009495.30527111, 1009572.2469394, 1009514.48743058, 
1009478.5629014, 1009449.27798076, 1009427.18149832, 1009392.92825841, 1009329.45465545, 1009308.36116246, 1009230.04856411, 1009141.10719585, 1009039.7469572, 1009017.74849362, 1009022.29232601, 1009032.33783696, 1009019.15259153, 1008856.79412995, 1008723.5716636, 1008660.95898674, 1008579.90491404, 1008376.26922532, 1008098.48266887, 1008279.42982013, 1007950.51066382, 1007708.45835883, 1007729.37269041, 1007791.44475566, 261411.822191239, 261544.532960817, 261556.887898353, 261571.789765099, 
261579.046995037, 261841.242396214, 262142.459722495, 262445.409085609, 262486.968496719, 262889.350350648, 262893.372585304, 262896.370522121, 262897.499932455, 262973.76300481, 263089.792916193, 263145.254082031, 263194.845891869, 263226.921221493, 263251.700919533, 263289.989434273, 263322.454544954, 263339.611413603, 263359.73924252, 263318.982254572, 263306.257388704, 263292.442123466, 263219.289961655, 263192.632775354, 263173.64961475, 263151.030007764, 263128.782248247, 263097.777710914, 
262981.487238046, 262791.279602545, 262316.462964369, 261956.767350116, 261570.826910966, 261450.936428616, 261333.987825959, 261245.099062978, 261159.465605284, 260656.87492941, 260321.911350947, 260164.088900951, 260194.976267059, 260305.896335436, 260461.194503563, 260918.620272332, 261057.838537011, 261159.25385358, 261263.475438808, 261411.822191239)))","Census Tract 297, Bronx County, New York",1600,2199,3799,2491,166,215,858,91210,69,Bronx,White,1.439730881455544,0.46313271912744663,2,0,2,0,2,0,0.5264543300868649,0.378976278351025
36005,36,005,043100,36005043100,431,Census Tract 431,G5020,S,214577,0,+40.8795983,-073.8716160,Bronx,"list(list(c(1017439.20127813, 1017607.73813242, 1018006.28282202, 1018029.71933522, 1018093.64374483, 1018060.45279101, 1017951.3343145, 1018215.77193507, 1018468.04478795, 1018722.80655316, 1018905.92284064, 1018874.34427075, 1018831.82447166, 1019074.84847941, 1019349.67080453, 1019669.00954784, 1019944.9760453, 1020132.75553052, 1019939.27703915, 1019758.90215822, 1019496.41510386, 1019236.96600184, 1018986.87243249, 1018716.14882348, 1018552.56991879, 1018324.22876547, 1018093.67451681, 1017852.05436532, 
1017612.36538415, 1017307.00315277, 1017088.86129808, 1017439.20127813, 261506.553845889, 261806.637622998, 262533.685003424, 262382.880627741, 261554.094975173, 261164.568633195, 260690.774032227, 260632.848920753, 260574.180828383, 260516.247585961, 260476.795774053, 259934.612247931, 259888.280299049, 259921.783415649, 259956.792386483, 259994.78424764, 260002.840467645, 259992.91636687, 259366.329690894, 259415.250546385, 259451.301227801, 259490.638202081, 259563.146324984, 259753.673895774, 
259857.643012819, 260000.870802116, 260146.648040301, 260297.877231582, 260454.576604803, 260713.932626245, 260892.162699601, 261506.553845889)))","Census Tract 431, Bronx County, New York",4812,5434,10246,590,2020,1074,6170,35995,392,Bronx,Latino,1.919517082340272,0.9411264815765816,4,2,38,23,15,19,3.7087643958617997,0.18734306874295062
36005,36,005,042000,36005042000,420,Census Tract 420,G5020,S,150497,0,+40.8930261,-073.8598556,Bronx,"list(list(c(1022350.22840732, 1022361.2370928, 1022390.13417906, 1022580.30338144, 1022759.32275302, 1023001.95177438, 1023798.17516183, 1023684.7275231, 1023584.46894483, 1023475.67881093, 1023367.99051635, 1023260.57523527, 1022983.35059966, 1022463.76339519, 1022224.72606593, 1022324.08266193, 1022350.22840732, 264584.445809269, 264616.525154787, 264701.097803399, 265255.196753302, 265513.434418651, 265409.619801881, 265076.805905201, 264794.620760972, 264561.279332, 264302.420648446, 264044.657294542, 
263787.623578998, 263902.31042729, 264120.818397871, 264219.543209789, 264508.257385832, 264584.445809269)))","Census Tract 420, Bronx County, New York",1794,2412,4206,135,2457,232,1316,42689,66,Bronx,Black,0,0,0,0,12,5,7,8,2.8530670470756063,0
36005,36,005,015800,36005015800,158,Census Tract 158,G5020,S,162176,0,+40.8248672,-073.8186182,Bronx,"list(list(c(1033836.65637297, 1034055.55259017, 1034294.3489395, 1034529.5452763, 1034884.38213545, 1034958.78040556, 1034963.71971232, 1034994.15490337, 1035135.80437719, 1034820.59670695, 1034499.50430887, 1034307.29322551, 1034215.03573144, 1034019.39515858, 1034008.81833138, 1033926.73130052, 1033876.36841727, 1033796.44663209, 1033602.54196935, 1033836.65637297, 240477.960363991, 240620.864941512, 240775.107037435, 240928.9796987, 240245.492803542, 239872.202675136, 239363.234042844, 239235.415412461, 
238734.748889494, 238848.855528272, 238999.387768133, 238929.037452975, 239108.100954312, 239629.793555188, 239658.918813024, 239874.438050301, 240005.86061683, 240110.990591265, 240332.112095463, 240477.960363991)))","Census Tract 158, Bronx County, New York",643,671,1314,532,35,50,679,55700,18,Bronx,Latino,1.999086273002339,0.30560266983471834,5,0,4,4,0,1,3.0441400304414,1.5213746369880814
36005,36,005,007400,36005007400,74,Census Tract 74,G5020,S,187162,0,+40.8194734,-073.8528608,Bronx,"list(list(c(1025190.68855675, 1025240.14364859, 1025282.05908647, 1025329.83828887, 1025469.52380881, 1025515.09893562, 1025557.29644444, 1025603.97569074, 1025318.96484034, 1024768.02506492, 1024721.35776934, 1024676.12099957, 1024622.23245514, 1024483.97543405, 1024436.20582221, 1024391.80558553, 1024344.57523013, 1025190.68855675, 239094.097283314, 238818.01359471, 238581.994313283, 238316.109458053, 237553.790071601, 237284.258586612, 237048.240415767, 236781.625728088, 236728.676873335, 236630.836502993, 
236895.631105113, 237133.10297968, 237413.916595052, 238164.948707922, 238430.470876253, 238667.580486526, 238942.940876849, 239094.097283314)))","Census Tract 74, Bronx County, New York",1781,1853,3634,79,1039,0,2423,39537,93,Bronx,Latino,0.14930491772668822,0,0,0,1,0,1,0,0.275178866263071,0.041085557987531156
36005,36,005,017300,36005017300,173,Census Tract 173,G5020,S,165273,0,+40.8262960,-073.9165227,Bronx,"list(list(c(1006346.93666566, 1006374.56788926, 1006411.02399815, 1006537.23034716, 1006557.38968467, 1006574.51157204, 1006817.52183932, 1006961.11468629, 1007073.22523889, 1007159.10246898, 1007246.35472882, 1007383.30782869, 1007616.97927489, 1007850.6484707, 1008081.82743809, 1008337.92641109, 1008153.22626164, 1007882.50871573, 1007649.94981008, 1007519.42790866, 1007328.34286678, 1007412.78588452, 1007473.972784, 1007284.54732233, 1007065.24647838, 1006852.02984068, 1006678.07993335, 1006670.61323043, 
1006566.35271706, 1006535.10212491, 1006335.70421496, 1006298.09198172, 1006281.2247291, 1006264.08134048, 1006208.22593743, 1006346.93666566, 238953.741263358, 239004.044882261, 239088.968556198, 239390.754802146, 239439.230090552, 239480.051534014, 240063.579279195, 240406.918440617, 240674.446822941, 240878.192030445, 241089.589938448, 241417.987667127, 241314.011444836, 241214.409517074, 241116.264743305, 241007.216821691, 240556.713841026, 240327.280688775, 240127.76298836, 240015.421697387, 
239852.016274375, 239819.670850574, 239796.047509711, 239631.551030424, 239448.082417504, 239266.078823551, 239117.996700152, 239111.431738925, 239022.801804704, 238996.176504392, 238827.306309966, 238795.57481502, 238778.071337773, 238759.838949001, 238701.494485043, 238953.741263358)))","Census Tract 173, Bronx County, New York",2643,3103,5746,163,1415,260,3801,20662,107,Bronx,Latino,5.033376784357282,1.4872618992352546,11,1,15,8,7,9,2.610511660285416,0.8759792524116397
36005,36,005,028800,36005028800,288,Census Tract 288,G5020,S,336192,0,+40.8542921,-073.8514721,Bronx,"list(list(c(1024445.15014582, 1024702.36289216, 1024987.23334723, 1025293.67862081, 1025551.4437611, 1025921.51501818, 1025914.44704993, 1025718.35916594, 1025888.26645641, 1026049.59701711, 1026219.52605111, 1026277.2061472, 1026290.82839439, 1026298.64569941, 1026296.64752075, 1026282.98881693, 1026270.10605128, 1026251.38745801, 1026250.32695279, 1026242.29512018, 1026131.91792119, 1025834.253506, 1025610.39103063, 1025370.22138165, 1024946.01634716, 1024526.83026297, 1024265.21784569, 1024057.94637636, 
1024445.15014582, 251559.760624869, 251590.42876512, 251623.69648928, 251657.732774997, 251687.682190714, 251719.648914137, 251486.459851853, 251300.310670906, 251106.773754373, 250915.409279913, 250712.401942283, 250631.983039853, 250593.386760296, 250552.230044677, 250428.351407972, 250168.918558518, 249940.455878913, 249567.340698611, 249540.742145077, 249386.248679909, 249382.049951936, 249373.886250531, 249241.248278477, 249098.018896811, 249811.406341721, 250516.065627225, 250964.86188099, 
251513.943431278, 251559.760624869)))","Census Tract 288, Bronx County, New York",1696,1634,3330,1703,288,547,792,74459,0,Bronx,White,0.999543136501271,0.2680172300907923,1,0,8,4,4,2,2.4024024024024024,0.30016310405443575
36005,36,005,045102,36005045102,451.02,Census Tract 451.02,G5020,S,205999,0,+40.9003682,-073.8641477,Bronx,"list(list(c(1020754.35796207, 1020764.99024902, 1020948.68257388, 1021029.9557372, 1021394.24239145, 1021495.76533225, 1021499.08990313, 1021661.44828218, 1021895.25868256, 1022123.05314213, 1022221.69654774, 1022222.08652498, 1022245.50119256, 1022288.67546479, 1022303.57421451, 1022303.59774724, 1022303.72487923, 1022388.2741334, 1022513.03769237, 1022688.42187766, 1022738.49259909, 1022864.08533088, 1022881.79065699, 1022924.10900815, 1022951.20830269, 1023054.38521375, 1023158.12296019, 1022888.07551665, 
1022679.97760509, 1022646.90143661, 1022596.29174936, 1022560.65171595, 1022547.03100488, 1022550.68294433, 1022584.02753626, 1022424.19244006, 1022340.15861243, 1021912.02220422, 1021990.6815548, 1021545.96526683, 1020895.0604967, 1020859.85398702, 1020824.09364241, 1020788.88856097, 1020753.13020828, 1020717.92545719, 1020728.54631099, 1020754.35796207, 268229.6269043, 268225.603454791, 268157.732694729, 268099.028894152, 267957.855958184, 267912.833510418, 267908.102180665, 267851.515143758, 267807.992374951, 
267723.827197656, 267736.150788857, 267735.884833146, 267719.07539259, 267687.809779084, 267680.312060894, 267680.296012102, 267680.236239658, 267637.687267906, 267582.504131016, 267508.091821286, 267486.675186369, 267432.58820306, 267424.600923021, 267410.823482889, 267406.130333316, 267367.310877522, 267323.756320246, 266777.540134468, 266383.720114881, 266321.365248879, 266507.099245354, 266667.353129742, 266889.215624487, 267027.306881644, 267268.918173049, 266773.16104569, 266767.927944614, 
266709.328021862, 266970.319067366, 266908.785040194, 266815.612930694, 267062.583285795, 267310.645911206, 267557.616432951, 267805.31488605, 268053.014256496, 268159.418063511, 268229.6269043)))","Census Tract 451.02, Bronx County, New York",845,1110,1955,1452,99,23,320,75089,61,Bronx,White,1.9990862730015304,0.9595351862936085,2,1,NA,NA,NA,NA,NA,1.02255052327444
36005,36,005,045800,36005045800,458,Census Tract 458,G5020,S,239682,0,+40.8858611,-073.8452028,Bronx,"list(list(c(1026179.02683037, 1026306.06322369, 1026432.54651782, 1026541.32358342, 1027036.9132716, 1027203.30730667, 1027449.02654255, 1027699.44261264, 1027953.19399613, 1028063.95276064, 1028164.93568178, 1027622.22515756, 1027025.40423699, 1026815.90094267, 1026099.30612607, 1025927.15575311, 1026053.37287641, 1026179.02683037, 261962.779726389, 262212.937767816, 262461.638184977, 262714.680467552, 262814.28726107, 262847.372458276, 262896.99549414, 262948.086815025, 262988.985197112, 262594.968337453, 
262257.042829079, 261754.367612287, 261189.6711923, 260976.891533343, 261372.409860415, 261463.926901936, 261711.167410288, 261962.779726389)))","Census Tract 458, Bronx County, New York",2227,3517,5744,24,2071,54,3440,24341,155,Bronx,Latino,0.01619149253998585,0,0,0,16,8,8,13,2.785515320334262,0.0028188531580755306
36005,36,005,004100,36005004100,41,Census Tract 41,G5020,S,184732,0,+40.8113856,-073.9194099,Bronx,"list(list(c(1005433.85519434, 1005599.28916645, 1005817.00333705, 1006362.31564469, 1007270.96108319, 1007822.33668633, 1007730.9096251, 1007605.21205641, 1007452.99799232, 1006936.44589096, 1005984.52190108, 1005364.14821116, 1005099.10945849, 1005335.36857691, 1005433.85519434, 235483.718150471, 235596.078665361, 235747.835028475, 235443.377078257, 234993.174990399, 234752.514449316, 234545.847411601, 234279.76100065, 233949.162492145, 234234.677191945, 234765.735375818, 235109.120190077, 235256.446842996, 
235416.95886387, 235483.718150471)))","Census Tract 41, Bronx County, New York",3020,2922,5942,102,1625,12,4192,19643,11,Bronx,Latino,2.292810698515667,0.7656174699933899,3,1,40,21,19,22,6.731740154830024,0.38586514616554474
36005,36,005,046201,36005046201,462.01,Census Tract 462.01,G5020,S,2059737,134333,+40.8756347,-073.8269340,Bronx,"list(list(c(1029939.17660234, 1029972.82547751, 1030017.7556469, 1030039.75789336, 1030155.77872618, 1030321.17024913, 1030582.86270801, 1030674.99982478, 1030860.70449034, 1031125.42150015, 1031297.69096341, 1031521.90944556, 1031742.83096625, 1032346.49259783, 1032194.32855386, 1032327.484515, 1032420.0405232, 1032567.57244129, 1032807.10315809, 1033043.0401891, 1033305.50590548, 1033452.48542285, 1033521.87512367, 1033618.38390857, 1033693.1409593, 1033736.91312697, 1033771.31695946, 1033802.45428195, 
1033811.98976796, 1033836.9525171, 1033843.20585913, 1033845.50052172, 1033892.6141935, 1033868.5026243, 1033810.60443776, 1033740.88824968, 1033672.76983229, 1033632.57289437, 1033596.73255307, 1033594.04364003, 1033559.42371675, 1033538.05040419, 1033553.44305731, 1033509.17558754, 1033518.95952629, 1033470.64638952, 1033435.71838475, 1033411.69621329, 1033393.85523468, 1033293.85508975, 1033234.82559597, 1033242.11911343, 1033179.45778338, 1033116.96582663, 1033083.37764776, 1033013.09622409, 
1033013.79178719, 1033031.49273493, 1032999.07769666, 1032996.91545461, 1033009.89460767, 1032978.72794989, 1033005.71811374, 1032991.48021542, 1033023.97885816, 1033038.13028384, 1033211.35188562, 1033294.77780431, 1033336.72580808, 1033461.41473228, 1033672.26820607, 1033631.53446075, 1032814.26831576, 1032264.13032216, 1031868.13394698, 1031792.96989038, 1031724.58629303, 1031385.69892406, 1031325.93846886, 1031021.18747261, 1030932.87097118, 1030867.3722263, 1030783.11987448, 1030703.6846755, 
1030560.33979827, 1030395.05729777, 1030332.39225332, 1030263.5245063, 1030157.16545045, 1030066.96819319, 1030023.18199709, 1029951.56751948, 1029914.86734902, 1029914.12839361, 1029939.17660234, 258497.050469627, 258691.307324319, 258915.461464139, 258979.626943526, 259338.721805729, 259618.484915222, 260005.549322681, 260122.679050482, 260330.709810595, 260575.328860057, 260720.670433695, 260883.967267777, 261034.872145704, 261443.39629621, 261623.80771227, 261686.009595182, 261724.084937905, 
261787.045421408, 261889.175542411, 261989.843438028, 262097.489833369, 262157.904221838, 262164.60341393, 262160.792173333, 262111.758617441, 262070.677471255, 262013.546244551, 261931.268855857, 261865.706985417, 261875.829305797, 261857.03831994, 261699.411470743, 261431.416608659, 261145.13667961, 260789.77486217, 260464.072099443, 260126.194071026, 260104.076196044, 260007.230506979, 259923.899824059, 259781.885869787, 259735.239278736, 259688.274358976, 259640.050795827, 259584.364518827, 259459.874068433, 
259442.9060599, 259316.40159157, 259229.334558599, 259034.666014304, 258884.247513393, 258762.595005858, 258598.324519387, 258296.852625975, 258245.13545593, 258021.903861697, 257778.758178597, 257686.08844176, 257554.891759696, 257365.616099144, 257285.579679586, 257141.789683134, 257072.013389944, 256889.822572678, 256542.111160129, 256260.604356736, 256069.325343825, 256019.548859133, 255946.324398474, 255915.376071447, 255741.154186227, 255708.713941325, 254589.631999108, 253748.732907783, 253135.132557536, 
253097.458009212, 252987.293452361, 253433.31190086, 253582.57487773, 254407.213634201, 254593.585173725, 254709.319056167, 254796.962945752, 254969.143162581, 255296.045779491, 255671.000345781, 255899.32211873, 256336.034696743, 256709.645678789, 257020.985609428, 257214.367389615, 257645.97517038, 257895.843293857, 258287.871942657, 258497.050469627)), list(c(1033521.1651151, 1033484.84101666, 1033484.85168086, 1033521.1651151, 256373.930292751, 256392.614069848, 256468.300384675, 256373.930292751
)))","Census Tract 462.01, Bronx County, New York",12178,15931,28109,1983,16423,876,8110,52601,717,Bronx,Black,2.99189083734567,1.9990862730016856,5,4,33,20,13,30,1.1740012095770038,0.10643889278685367
36005,36,005,016100,36005016100,161,Census Tract 161,G5020,S,239125,0,+40.8368465,-073.8850152,Bronx,"list(list(c(1015308.49644192, 1015324.79145844, 1015438.19021414, 1015628.85449667, 1015742.74110861, 1015839.6841084, 1016168.19512766, 1016209.67443858, 1016293.18096197, 1016495.03699825, 1016626.87424426, 1016657.89813204, 1016696.4008892, 1016619.18493767, 1016665.20594762, 1016773.24193642, 1016798.73896203, 1016820.91949235, 1016838.11740412, 1016863.37613686, 1016880.05263076, 1016900.35929128, 1016854.60695371, 1016882.52322717, 1016882.6973472, 1016873.76143496, 1016841.56843088, 1016726.99490876, 
1016632.7504176, 1016536.67543881, 1016487.29574343, 1016241.14085214, 1016003.56896667, 1015765.72677689, 1015529.82511861, 1015292.53959257, 1015037.25989569, 1015286.94997737, 1015308.49644192, 244369.961295823, 244394.028450761, 244649.574649707, 245066.622844753, 245367.713389367, 245292.05731653, 245029.435945314, 245049.164829375, 245092.631248882, 244986.876703666, 244891.960342059, 244867.226848172, 244836.674003551, 244848.229567463, 244782.345974121, 244692.134985526, 244662.293533498, 
244629.532951947, 244598.223041861, 244539.963014076, 244484.970496932, 244405.572271526, 244270.705828555, 244088.574679445, 243959.235135682, 243813.852493037, 243677.911354013, 243480.651086631, 243393.0840518, 243224.996413527, 243109.435786243, 243220.96121747, 243330.678706407, 243437.119139566, 243542.471401085, 243649.645875265, 243764.450898005, 244341.15104103, 244369.961295823)))","Census Tract 161, Bronx County, New York",1936,2714,4650,27,1575,0,3048,17960,0,Bronx,Latino,2.232573370474218,0.685687934992793,3,0,35,19,16,26,7.526881720430108,0.48012330547832643
36005,36,005,016200,36005016200,162,Census Tract 162,G5020,S,180646,0,+40.8288502,-073.8217592,Bronx,"list(list(c(1032955.50334762, 1033173.01241986, 1033412.07620508, 1033652.24460893, 1034095.87598786, 1034189.7145902, 1034529.5452763, 1034294.3489395, 1034055.55259017, 1033836.65637297, 1033602.54196935, 1033411.97073786, 1033074.65490139, 1032914.53079873, 1032762.72500863, 1032598.70748342, 1032955.50334762, 241838.431336767, 241979.503574666, 242134.466306562, 242289.069326835, 241603.201305071, 241457.659465394, 240928.9796987, 240775.107037435, 240620.864941512, 240477.960363991, 240332.112095463, 
240548.869878548, 240937.664722512, 241156.673820543, 241369.142564918, 241600.533461212, 241838.431336767)))","Census Tract 162, Bronx County, New York",889,981,1870,591,78,87,1104,81210,10,Bronx,Latino,0,0,0,0,4,1,3,4,2.1390374331550803,0
36005,36,005,025200,36005025200,252,Census Tract 252,G5020,S,190715,0,+40.8471320,-073.8549662,Bronx,"list(list(c(1023811.755764, 1024035.90568056, 1024459.53880842, 1024744.46754636, 1025145.39153763, 1025433.68226811, 1025183.42028947, 1025140.99035904, 1024914.59514402, 1024642.23847142, 1024475.3920739, 1024073.37352382, 1023789.83726622, 1023365.11028503, 1023588.71120317, 1023811.755764, 249136.230604233, 249268.852408765, 248556.176974255, 248079.368186577, 247404.193975048, 246918.655064713, 246839.169747554, 246897.027879971, 246773.865052386, 246668.480274122, 247005.579831404, 247680.763180476, 
248157.21768727, 248869.902906834, 249002.884002705, 249136.230604233)))","Census Tract 252, Bronx County, New York",1374,1413,2787,1103,112,294,1208,77500,70,Bronx,Latino,0.05585108828971929,0,0,0,NA,NA,NA,NA,NA,0.020039859450921883
36005,36,005,018101,36005018101,181.01,Census Tract 181.01,G5020,S,77226,0,+40.8316074,-073.9161112,Bronx,"list(list(c(1007287.61196515, 1007534.75469108, 1007780.29762968, 1008026.96754719, 1007770.44133833, 1007579.63516641, 1007383.30782869, 1007141.03221742, 1006912.60136314, 1007095.97041208, 1007287.61196515, 242522.565999277, 243075.501407285, 242984.289897592, 242874.50079265, 242304.791803049, 241872.139507989, 241417.987667127, 241550.740627621, 241678.043900882, 242088.094995846, 242522.565999277)))","Census Tract 181.01, Bronx County, New York",1407,1944,3351,11,1010,0,2174,NA,156,Bronx,Latino,2.385645336851653,0.11409103664169752,4,0,7,5,2,5,2.0889286780065652,0.7119204228145786
36005,36,005,036501,36005036501,365.01,Census Tract 365.01,G5020,S,95827,0,+40.8454083,-073.8857769,Bronx,"list(list(c(1015322.70310834, 1015450.63669373, 1015585.11180388, 1015899.37364134, 1015900.71608007, 1016088.19425499, 1016404.60675695, 1016589.89256514, 1016560.53482466, 1016537.17062602, 1016497.47645919, 1016402.20466324, 1016215.83585148, 1016015.0715499, 1015987.6839357, 1015943.26258745, 1015886.76863827, 1015559.17120463, 1015260.6572764, 1014957.16417911, 1015149.91110222, 1015322.70310834, 247102.147653087, 247018.149952108, 247225.267367543, 247682.191181498, 247713.526003719, 248004.148981128, 
248493.508462252, 248344.740694146, 248160.710785573, 248046.27748636, 247936.558877702, 247801.627221525, 247510.638965246, 247222.548020441, 247008.645785678, 246702.179510455, 246317.000640543, 246530.805872292, 246724.249820989, 246920.605852089, 247215.600170727, 247102.147653087)))","Census Tract 365.01, Bronx County, New York",1940,1961,3901,12,1750,0,2120,27304,19,Bronx,Latino,2.259158088081348,0.9551588383929716,2,0,20,14,6,14,5.126890540886952,0.5791228116076258
36005,36,005,003800,36005003800,38,Census Tract 38,G5020,S,63397,0,+40.8202946,-073.8633435,Bronx,"list(list(c(1021924.31779586, 1022174.18160459, 1022437.32344542, 1022576.38411328, 1022318.22023269, 1022061.71205617, 1021974.82367806, 1021806.30892489, 1021751.30431791, 1021408.82805919, 1021662.00773997, 1021924.31779586, 238514.242741618, 238556.16665679, 238602.121761635, 237826.304323825, 237777.805198409, 237731.861761792, 237717.517294427, 237686.65142589, 237995.523619081, 238419.448383749, 238466.108473503, 238514.242741618)))","Census Tract 38, Bronx County, New York",595,755,1350,0,322,0,1028,33681,0,Bronx,Latino,2.283006818030971,0.05970034798341705,2,0,1,0,1,1,0.7407407407407407,1.6911161615044228
36005,36,005,021601,36005021601,216.01,Census Tract 216.01,G5020,S,164035,0,+40.8375386,-073.8648221,Bronx,"list(list(c(1021227.7270847, 1021475.49815112, 1021591.65543509, 1021752.06252755, 1021864.02067365, 1021898.47030665, 1021900.98831941, 1022000.08394195, 1022005.68276757, 1022117.41728009, 1022172.286997, 1022177.06023497, 1022189.68150607, 1022194.7275362, 1022206.74131624, 1021924.61022743, 1021640.25803154, 1021369.44523503, 1021107.78561581, 1021187.13087053, 1021227.49628815, 1021336.42762928, 1021586.78063238, 1021475.34112957, 1021222.75634137, 1021139.65965203, 1020982.43492426, 1021060.69638931, 
1021227.7270847, 245552.892970366, 245649.821740464, 245685.341179204, 245734.410098223, 245444.206372555, 245354.632771392, 245336.7841335, 244602.069175791, 244560.543408587, 243710.353897545, 243305.660790361, 243261.583433628, 243153.759319724, 243112.232757987, 243039.019757415, 243134.400359691, 243235.974555752, 243352.146312883, 243455.947542055, 243504.160853516, 243527.539989205, 243590.372438645, 243640.670985264, 244490.863339778, 244458.050710265, 245058.716838536, 245462.164238556, 
245491.065647963, 245552.892970366)))","Census Tract 216.01, Bronx County, New York",2464,2256,4720,199,1094,152,2964,34510,311,Bronx,Latino,1.979317605146012,0.4646092232273505,3,0,13,8,5,7,2.754237288135593,0.4193469502427991
36005,36,005,040304,36005040304,403.04,Census Tract 403.04,G5020,S,67355,0,+40.8676699,-073.8951873,Bronx,"list(list(c(1013004.12047211, 1013061.6887227, 1013301.37399642, 1013525.56255835, 1013797.07747508, 1013845.79017432, 1013485.05277778, 1013464.90392005, 1013416.18550891, 1013169.54987549, 1013112.52811723, 1012928.73059746, 1012627.06598631, 1012859.48036686, 1013004.12047211, 255975.668159594, 255941.852984246, 255800.775508314, 255668.790164649, 255513.546851282, 255485.552175918, 254858.814986182, 254823.814117511, 254855.817275264, 255018.381280473, 255055.840230454, 255176.946957229, 255335.443697434, 
255733.211234704, 255975.668159594)))","Census Tract 403.04, Bronx County, New York",1594,1999,3593,37,91,155,3279,25897,31,Bronx,Latino,5.346531391334553,0.7736003979987608,18,2,24,11,13,8,6.6796548844976344,1.4880410218019908
36005,36,005,022800,36005022800,228,Census Tract 228,G5020,S,172197,0,+40.8534896,-073.8635363,Bronx,"list(list(c(1021627.76940546, 1021630.90109574, 1021647.98746861, 1021666.91740422, 1021927.21031349, 1022187.49559978, 1022447.23421142, 1022427.5828473, 1022417.81139828, 1022410.79754601, 1022395.6128002, 1022140.92628096, 1021537.78658812, 1021431.47249448, 1021418.7368539, 1021282.78725793, 1021361.22598017, 1021627.76940546, 249539.001141722, 249840.313895523, 250599.986183264, 251419.048829886, 251428.92494779, 251443.540254548, 251453.785430286, 250582.620554763, 250112.244012241, 249822.948160126, 
249276.052204669, 249204.606674181, 249045.912657178, 249096.756687742, 249102.930904287, 249175.95479551, 249261.694305273, 249539.001141722)))","Census Tract 228, Bronx County, New York",2951,3177,6128,1088,934,818,2977,58431,311,Bronx,Latino,1.992940172826648,0.2817950269669179,3,0,6,3,3,3,0.9791122715404699,0.3252186966100927
