GEOID,NAME,med.income,popn,popn.asian,popn.black,popn.female,popn.hispanic,popn.male,popn.white
36005000100,"Census Tract 1, Bronx County, New York",NA,6864,181,3824,519,2407,6345,2233
36005000200,"Census Tract 2, Bronx County, New York",51100,4532,75,1371,2339,3444,2193,1919
36005000400,"Census Tract 4, Bronx County, New York",78409,5516,208,1677,2706,3661,2810,2436
36005001600,"Census Tract 16, Bronx County, New York",34093,5825,76,2539,3403,3452,2422,1884
36005001900,"Census Tract 19, Bronx County, New York",45156,3141,87,1123,1558,1714,1583,685
36005002000,"Census Tract 20, Bronx County, New York",20592,9040,0,3779,4912,5912,4128,3170
36005002300,"Census Tract 23, Bronx County, New York",18688,4302,0,1616,2342,3062,1960,584
36005002400,"Census Tract 24, Bronx County, New York",NA,155,0,90,33,0,122,65
36005002500,"Census Tract 25, Bronx County, New York",23115,5610,6,1711,2557,3986,3053,1100
36005002701,"Census Tract 27.01, Bronx County, New York",18832,2608,0,862,1444,1965,1164,295
36005002702,"Census Tract 27.02, Bronx County, New York",13097,4560,0,2120,2577,2566,1983,538
36005002800,"Census Tract 28, Bronx County, New York",51138,5151,0,3742,2921,1546,2230,655
36005003100,"Census Tract 31, Bronx County, New York",43255,1689,74,437,865,1190,824,350
36005003300,"Census Tract 33, Bronx County, New York",22127,3277,0,1091,2036,1990,1241,427
36005003500,"Census Tract 35, Bronx County, New York",31310,3907,0,1472,2217,2647,1690,503
36005003700,"Census Tract 37, Bronx County, New York",NA,250,0,102,102,152,148,60
36005003800,"Census Tract 38, Bronx County, New York",33681,1350,0,344,755,1028,595,895
36005003900,"Census Tract 39, Bronx County, New York",25772,6260,0,1128,3073,4767,3187,1308
36005004001,"Census Tract 40.01, Bronx County, New York",54868,1475,161,209,696,991,779,334
36005004100,"Census Tract 41, Bronx County, New York",19643,5942,12,2049,2922,4192,3020,970
36005004200,"Census Tract 42, Bronx County, New York",43293,7697,32,3245,4310,4566,3387,2407
36005004300,"Census Tract 43, Bronx County, New York",21689,5552,52,1904,2969,3956,2583,1065
36005004400,"Census Tract 44, Bronx County, New York",17297,4401,113,1781,2422,2415,1979,625
36005004600,"Census Tract 46, Bronx County, New York",21360,1961,0,716,1069,1189,892,891
36005004800,"Census Tract 48, Bronx County, New York",33403,4563,122,1012,2213,3484,2350,487
36005005001,"Census Tract 50.01, Bronx County, New York",27009,4604,48,1226,2314,3308,2290,292
36005005002,"Census Tract 50.02, Bronx County, New York",31795,5592,54,1195,3019,4418,2573,437
36005005100,"Census Tract 51, Bronx County, New York",19115,5737,34,2016,3255,3959,2482,436
36005005200,"Census Tract 52, Bronx County, New York",21140,1956,8,614,1136,1430,820,259
36005005300,"Census Tract 53, Bronx County, New York",16583,4888,7,2744,2873,2365,2015,541
36005005400,"Census Tract 54, Bronx County, New York",35189,5324,151,1554,2713,3581,2611,517
36005005600,"Census Tract 56, Bronx County, New York",27153,2279,47,632,1227,1542,1052,319
36005005902,"Census Tract 59.02, Bronx County, New York",30844,2751,42,704,1429,1826,1322,483
36005006000,"Census Tract 60, Bronx County, New York",34898,1386,51,351,727,1027,659,364
36005006100,"Census Tract 61, Bronx County, New York",45361,3720,16,2650,2080,1021,1640,349
36005006200,"Census Tract 62, Bronx County, New York",25206,7233,148,2784,3945,4425,3288,716
36005006300,"Census Tract 63, Bronx County, New York",37306,4582,62,1511,2154,2843,2428,1053
36005006400,"Census Tract 64, Bronx County, New York",38415,3932,192,1550,2000,1967,1932,507
36005006500,"Census Tract 65, Bronx County, New York",25467,5377,113,1814,2437,3662,2940,1180
36005006700,"Census Tract 67, Bronx County, New York",19813,6705,0,1928,3255,5018,3450,696
36005006800,"Census Tract 68, Bronx County, New York",54395,3230,416,924,1559,1899,1671,188
36005006900,"Census Tract 69, Bronx County, New York",37590,7801,30,3250,4209,4462,3592,1146
36005007000,"Census Tract 70, Bronx County, New York",50500,4378,602,1015,2206,2423,2172,651
36005007100,"Census Tract 71, Bronx County, New York",42292,2795,75,1125,1494,1750,1301,352
36005007200,"Census Tract 72, Bronx County, New York",43197,6255,2118,919,3017,2681,3238,934
36005007300,"Census Tract 73, Bronx County, New York",22344,4297,0,1207,2357,3050,1940,819
36005007400,"Census Tract 74, Bronx County, New York",39537,3634,0,1213,1853,2423,1781,1435
36005007500,"Census Tract 75, Bronx County, New York",30706,6692,50,2888,3882,4117,2810,1216
36005007600,"Census Tract 76, Bronx County, New York",46176,5311,500,1312,2643,3435,2668,790
36005007700,"Census Tract 77, Bronx County, New York",38417,2022,19,715,1078,1564,944,448
36005007800,"Census Tract 78, Bronx County, New York",52360,7415,839,1888,3834,4585,3581,1612
36005007900,"Census Tract 79, Bronx County, New York",26307,7188,0,2508,3937,5023,3251,729
36005008300,"Census Tract 83, Bronx County, New York",32167,6713,145,1765,3115,5419,3598,847
36005008400,"Census Tract 84, Bronx County, New York",85750,2899,222,852,1423,1784,1476,1025
36005008500,"Census Tract 85, Bronx County, New York",31370,5631,17,1668,3174,3905,2457,720
36005008600,"Census Tract 86, Bronx County, New York",21848,3936,22,2059,2165,1831,1771,1085
36005008700,"Census Tract 87, Bronx County, New York",23967,6127,34,1590,3028,4546,3099,687
36005008900,"Census Tract 89, Bronx County, New York",28642,3218,0,834,1625,2421,1593,465
36005009000,"Census Tract 90, Bronx County, New York",24487,3459,75,944,1883,2498,1576,1539
36005009200,"Census Tract 92, Bronx County, New York",50176,5848,905,1121,3014,3238,2834,1065
36005009300,"Census Tract 93, Bronx County, New York",32852,6154,13,2167,2750,4070,3404,827
36005009600,"Census Tract 96, Bronx County, New York",50809,2792,540,680,1564,1381,1228,660
36005009800,"Census Tract 98, Bronx County, New York",68487,4756,215,1018,2445,3431,2311,2346
36005011000,"Census Tract 110, Bronx County, New York",NA,0,0,0,0,0,0,0
36005011502,"Census Tract 115.02, Bronx County, New York",17656,4582,9,2292,2315,2653,2267,329
36005011700,"Census Tract 117, Bronx County, New York",21595,1443,0,656,902,870,541,24
36005011800,"Census Tract 118, Bronx County, New York",86250,5503,197,501,2486,1965,3017,3802
36005011900,"Census Tract 119, Bronx County, New York",28988,5440,12,1289,2748,3958,2692,734
36005012101,"Census Tract 121.01, Bronx County, New York",39514,3070,14,1181,1654,1951,1416,354
36005012102,"Census Tract 121.02, Bronx County, New York",23244,1447,0,355,725,1248,722,228
36005012300,"Census Tract 123, Bronx County, New York",31519,4268,18,1565,2320,2939,1948,351
36005012500,"Census Tract 125, Bronx County, New York",34903,3860,93,1134,2122,2579,1738,458
36005012701,"Census Tract 127.01, Bronx County, New York",31212,1928,68,473,1061,1410,867,437
36005012901,"Census Tract 129.01, Bronx County, New York",25633,4419,4,1374,2371,3006,2048,592
36005013000,"Census Tract 130, Bronx County, New York",106346,1476,0,135,735,729,741,975
36005013100,"Census Tract 131, Bronx County, New York",26750,5084,0,1986,2613,3489,2471,904
36005013200,"Census Tract 132, Bronx County, New York",118211,7272,141,1667,3371,3805,3901,3771
36005013300,"Census Tract 133, Bronx County, New York",23484,6000,241,2313,3370,3519,2630,999
36005013500,"Census Tract 135, Bronx County, New York",24392,3590,0,1710,1976,2012,1614,340
36005013800,"Census Tract 138, Bronx County, New York",67705,2588,39,202,1500,1132,1088,1703
36005014100,"Census Tract 141, Bronx County, New York",31205,5851,21,2111,3316,3871,2535,547
36005014300,"Census Tract 143, Bronx County, New York",17204,1482,0,1044,838,702,644,47
36005014400,"Census Tract 144, Bronx County, New York",22095,5138,189,2106,2934,3364,2204,1257
36005014500,"Census Tract 145, Bronx County, New York",30676,7436,5,4139,3558,4246,3878,680
36005014701,"Census Tract 147.01, Bronx County, New York",17013,7003,1,4263,3806,2982,3197,594
36005014702,"Census Tract 147.02, Bronx County, New York",22237,5435,0,2607,3031,3146,2404,424
36005014900,"Census Tract 149, Bronx County, New York",29079,4419,0,1888,2282,2494,2137,799
36005015100,"Census Tract 151, Bronx County, New York",29276,5309,0,2594,2720,2771,2589,511
36005015200,"Census Tract 152, Bronx County, New York",73929,2481,99,230,1275,1378,1206,1314
36005015300,"Census Tract 153, Bronx County, New York",24438,4474,47,2630,2270,2229,2204,246
36005015500,"Census Tract 155, Bronx County, New York",22067,2927,34,824,1784,2196,1143,199
36005015700,"Census Tract 157, Bronx County, New York",33468,4704,83,1974,2446,3165,2258,794
36005015800,"Census Tract 158, Bronx County, New York",55700,1314,50,41,671,679,643,672
36005015900,"Census Tract 159, Bronx County, New York",16400,1969,14,197,1034,1790,935,298
36005016000,"Census Tract 160, Bronx County, New York",79756,3666,136,125,1928,1351,1738,2474
36005016100,"Census Tract 161, Bronx County, New York",17960,4650,0,1809,2714,3048,1936,398
36005016200,"Census Tract 162, Bronx County, New York",81210,1870,87,88,981,1104,889,934
36005016300,"Census Tract 163, Bronx County, New York",NA,0,0,0,0,0,0,0
36005016400,"Census Tract 164, Bronx County, New York",80000,1046,0,34,532,311,514,905
36005016500,"Census Tract 165, Bronx County, New York",26739,965,9,543,487,512,478,212
36005016600,"Census Tract 166, Bronx County, New York",78333,2244,106,421,1157,1404,1087,943
36005016700,"Census Tract 167, Bronx County, New York",31600,3695,0,2052,1933,2037,1762,438
36005016900,"Census Tract 169, Bronx County, New York",30221,1633,10,853,881,874,752,216
36005017100,"Census Tract 171, Bronx County, New York",NA,0,0,0,0,0,0,0
36005017300,"Census Tract 173, Bronx County, New York",20662,5746,260,2295,3103,3801,2643,680
36005017500,"Census Tract 175, Bronx County, New York",26630,6536,17,3366,3327,3781,3209,670
36005017701,"Census Tract 177.01, Bronx County, New York",28750,4650,0,2298,2308,2794,2342,569
36005017702,"Census Tract 177.02, Bronx County, New York",34567,5423,62,2265,2706,3120,2717,996
36005017901,"Census Tract 179.01, Bronx County, New York",39036,4831,72,1567,2693,3238,2138,704
36005017902,"Census Tract 179.02, Bronx County, New York",37250,4032,9,1376,2313,2963,1719,570
36005018101,"Census Tract 181.01, Bronx County, New York",NA,3351,0,1541,1944,2174,1407,227
36005018102,"Census Tract 181.02, Bronx County, New York",31602,5294,97,2335,2359,2943,2935,633
36005018301,"Census Tract 183.01, Bronx County, New York",37105,4320,65,1485,2314,2620,2006,730
36005018302,"Census Tract 183.02, Bronx County, New York",41894,3824,23,1163,2087,2632,1737,447
36005018400,"Census Tract 184, Bronx County, New York",79191,3793,229,152,2106,1917,1687,2287
36005018500,"Census Tract 185, Bronx County, New York",25808,9001,0,4771,4378,4854,4623,1112
36005018900,"Census Tract 189, Bronx County, New York",27339,8210,79,2800,4517,5357,3693,1516
36005019300,"Census Tract 193, Bronx County, New York",23927,6350,69,2864,3754,4240,2596,670
36005019400,"Census Tract 194, Bronx County, New York",54167,2375,103,248,1154,1572,1221,938
36005019500,"Census Tract 195, Bronx County, New York",27227,7060,66,2797,3489,4620,3571,1014
36005019700,"Census Tract 197, Bronx County, New York",35100,7561,467,1481,4037,5621,3524,1299
36005019900,"Census Tract 199, Bronx County, New York",42569,8338,0,3066,4400,5599,3938,1431
36005020000,"Census Tract 200, Bronx County, New York",40184,4711,1102,574,2662,2883,2049,745
36005020100,"Census Tract 201, Bronx County, New York",34038,3993,8,1529,2280,2625,1713,547
36005020200,"Census Tract 202, Bronx County, New York",39306,2385,383,446,1257,1461,1128,423
36005020400,"Census Tract 204, Bronx County, New York",51199,3011,543,197,1505,2022,1506,753
36005020501,"Census Tract 205.01, Bronx County, New York",17601,6976,55,2153,3449,4990,3527,827
36005020502,"Census Tract 205.02, Bronx County, New York",18919,2160,3,832,1207,1544,953,168
36005020601,"Census Tract 206.01, Bronx County, New York",48367,2237,724,226,1153,1176,1084,520
36005020900,"Census Tract 209, Bronx County, New York",31190,4287,11,1862,2234,2481,2053,539
36005021001,"Census Tract 210.01, Bronx County, New York",54076,8930,823,4983,4430,3226,4500,1007
36005021002,"Census Tract 210.02, Bronx County, New York",55961,7613,1582,3908,4184,2298,3429,898
36005021100,"Census Tract 211, Bronx County, New York",30092,5343,62,1966,3032,3598,2311,256
36005021200,"Census Tract 212, Bronx County, New York",57500,4850,1136,2156,2698,1561,2152,809
36005021301,"Census Tract 213.01, Bronx County, New York",25509,1267,0,217,773,1053,494,236
36005021302,"Census Tract 213.02, Bronx County, New York",25512,5513,44,2655,3205,3448,2308,521
36005021501,"Census Tract 215.01, Bronx County, New York",33750,4565,0,1422,2617,3515,1948,505
36005021502,"Census Tract 215.02, Bronx County, New York",25238,6532,0,2058,3139,4901,3393,443
36005021601,"Census Tract 216.01, Bronx County, New York",34510,4720,152,1553,2256,2964,2464,967
36005021602,"Census Tract 216.02, Bronx County, New York",55354,5632,1049,2026,3220,2185,2412,1160
36005021700,"Census Tract 217, Bronx County, New York",36420,5124,130,2718,2678,2450,2446,364
36005021800,"Census Tract 218, Bronx County, New York",47581,6520,223,1928,3535,4756,2985,1020
36005021900,"Census Tract 219, Bronx County, New York",26316,882,19,83,410,784,472,65
36005022000,"Census Tract 220, Bronx County, New York",35781,2007,106,519,1073,1421,934,290
36005022101,"Census Tract 221.01, Bronx County, New York",32600,4133,267,1009,2289,2957,1844,396
36005022102,"Census Tract 221.02, Bronx County, New York",32792,5411,33,912,2791,4551,2620,778
36005022200,"Census Tract 222, Bronx County, New York",51064,3293,943,390,1473,1592,1820,550
36005022300,"Census Tract 223, Bronx County, New York",26761,5278,12,932,2973,4197,2305,994
36005022401,"Census Tract 224.01, Bronx County, New York",55909,2498,134,425,1214,1668,1284,420
36005022403,"Census Tract 224.03, Bronx County, New York",51767,3194,26,829,1881,1723,1313,857
36005022404,"Census Tract 224.04, Bronx County, New York",53346,4203,240,931,2206,2371,1997,1189
36005022500,"Census Tract 225, Bronx County, New York",38489,8499,139,2660,4826,6537,3673,1300
36005022701,"Census Tract 227.01, Bronx County, New York",34159,5151,100,2369,3070,2872,2081,497
36005022702,"Census Tract 227.02, Bronx County, New York",26554,1607,114,297,739,1161,868,173
36005022703,"Census Tract 227.03, Bronx County, New York",60938,1688,104,488,855,1144,833,356
36005022800,"Census Tract 228, Bronx County, New York",58431,6128,818,1373,3177,2977,2951,1713
36005022901,"Census Tract 229.01, Bronx County, New York",35461,5743,59,3214,3183,3414,2560,826
36005022902,"Census Tract 229.02, Bronx County, New York",34167,3614,53,984,2039,2777,1575,750
36005023000,"Census Tract 230, Bronx County, New York",38958,2802,257,499,1457,1448,1345,665
36005023100,"Census Tract 231, Bronx County, New York",29263,1537,0,644,773,948,764,333
36005023200,"Census Tract 232, Bronx County, New York",56528,2476,139,388,1289,1238,1187,899
36005023301,"Census Tract 233.01, Bronx County, New York",30861,3956,81,1374,2294,2500,1662,221
36005023302,"Census Tract 233.02, Bronx County, New York",42500,3706,65,1232,1994,3079,1712,887
36005023501,"Census Tract 235.01, Bronx County, New York",34591,3184,22,417,1898,2943,1286,438
36005023502,"Census Tract 235.02, Bronx County, New York",29342,4153,61,1359,2085,3299,2068,1095
36005023600,"Census Tract 236, Bronx County, New York",38021,1816,197,421,1005,740,811,719
36005023702,"Census Tract 237.02, Bronx County, New York",37734,1180,0,229,614,952,566,116
36005023703,"Census Tract 237.03, Bronx County, New York",30109,5574,20,1966,2661,4495,2913,760
36005023704,"Census Tract 237.04, Bronx County, New York",20679,3803,0,808,1998,3071,1805,268
36005023800,"Census Tract 238, Bronx County, New York",52599,2241,174,430,1075,1206,1166,595
36005023900,"Census Tract 239, Bronx County, New York",27615,7873,87,2790,4264,5535,3609,681
36005024000,"Census Tract 240, Bronx County, New York",39688,3903,82,862,1765,2652,2138,858
36005024100,"Census Tract 241, Bronx County, New York",41322,6621,184,2521,3472,4068,3149,725
36005024300,"Census Tract 243, Bronx County, New York",25088,5737,60,1365,3151,4487,2586,647
36005024400,"Census Tract 244, Bronx County, New York",60709,2146,62,90,1101,1197,1045,891
36005024501,"Census Tract 245.01, Bronx County, New York",24146,4871,40,1215,2625,3935,2246,280
36005024502,"Census Tract 245.02, Bronx County, New York",29835,3677,0,1174,2124,2858,1553,522
36005024600,"Census Tract 246, Bronx County, New York",65473,2011,356,116,982,703,1029,1012
36005024700,"Census Tract 247, Bronx County, New York",49107,2058,6,1016,1054,1125,1004,99
36005024800,"Census Tract 248, Bronx County, New York",69786,3078,423,401,1524,903,1554,1795
36005024900,"Census Tract 249, Bronx County, New York",NA,0,0,0,0,0,0,0
36005025000,"Census Tract 250, Bronx County, New York",85868,2591,490,19,1452,797,1139,1730
36005025100,"Census Tract 251, Bronx County, New York",36830,7360,545,1972,3792,5276,3568,555
36005025200,"Census Tract 252, Bronx County, New York",77500,2787,294,157,1413,1208,1374,1486
36005025300,"Census Tract 253, Bronx County, New York",36481,6199,213,1352,3532,4932,2667,535
36005025400,"Census Tract 254, Bronx County, New York",52853,1997,216,110,1058,508,939,1469
36005025500,"Census Tract 255, Bronx County, New York",35466,7674,0,1652,3766,6600,3908,1086
36005025600,"Census Tract 256, Bronx County, New York",52700,1696,165,233,914,1113,782,707
36005025700,"Census Tract 257, Bronx County, New York",52926,1999,4,475,892,1642,1107,195
36005026100,"Census Tract 261, Bronx County, New York",76272,2097,70,1092,1216,908,881,309
36005026300,"Census Tract 263, Bronx County, New York",19629,6218,0,1580,3867,4319,2351,1608
36005026400,"Census Tract 264, Bronx County, New York",48832,4868,513,286,2597,2514,2271,2469
36005026500,"Census Tract 265, Bronx County, New York",41187,7851,288,1170,3720,6492,4131,1548
36005026601,"Census Tract 266.01, Bronx County, New York",60357,3452,100,310,1735,2198,1717,1892
36005026602,"Census Tract 266.02, Bronx County, New York",64143,5084,74,551,2785,2685,2299,3283
36005026701,"Census Tract 267.01, Bronx County, New York",47656,4185,511,854,2195,3072,1990,434
36005026702,"Census Tract 267.02, Bronx County, New York",35557,7895,0,1906,4459,6562,3436,1578
36005026900,"Census Tract 269, Bronx County, New York",39167,3703,50,836,1853,3002,1850,754
36005027300,"Census Tract 273, Bronx County, New York",44154,7778,42,2108,4549,5577,3229,1857
36005027401,"Census Tract 274.01, Bronx County, New York",87500,4693,88,88,2484,1250,2209,3889
36005027402,"Census Tract 274.02, Bronx County, New York",88654,3481,48,111,1849,958,1632,2701
36005027600,"Census Tract 276, Bronx County, New York",NA,24,0,20,19,4,5,4
36005027700,"Census Tract 277, Bronx County, New York",29621,4660,107,780,2403,3270,2257,1340
36005027900,"Census Tract 279, Bronx County, New York",56033,7379,326,984,3610,5023,3769,2516
36005028100,"Census Tract 281, Bronx County, New York",67933,3954,156,904,2138,1760,1816,1957
36005028300,"Census Tract 283, Bronx County, New York",26887,2489,1,986,1466,1437,1023,587
36005028400,"Census Tract 284, Bronx County, New York",NA,554,0,112,293,123,261,356
36005028500,"Census Tract 285, Bronx County, New York",58467,3523,582,230,1816,1162,1707,2184
36005028600,"Census Tract 286, Bronx County, New York",85625,1085,259,45,519,244,566,602
36005028700,"Census Tract 287, Bronx County, New York",56518,3153,229,408,1636,1904,1517,1110
36005028800,"Census Tract 288, Bronx County, New York",74459,3330,567,288,1634,792,1696,1947
36005028900,"Census Tract 289, Bronx County, New York",52754,4807,197,453,2478,3283,2329,2398
36005029301,"Census Tract 293.01, Bronx County, New York",103125,1806,89,151,1006,260,800,1315
36005029302,"Census Tract 293.02, Bronx County, New York",95239,5569,140,546,2712,1478,2857,3985
36005029500,"Census Tract 295, Bronx County, New York",95833,4564,312,608,2503,825,2061,2893
36005029600,"Census Tract 296, Bronx County, New York",54250,1575,355,306,848,628,727,696
36005029700,"Census Tract 297, Bronx County, New York",91210,3799,215,186,2199,858,1600,2870
36005030000,"Census Tract 300, Bronx County, New York",59899,6021,422,728,2707,2979,3314,2837
36005030100,"Census Tract 301, Bronx County, New York",84375,1413,46,133,822,505,591,879
36005030200,"Census Tract 302, Bronx County, New York",54087,8704,51,6409,5071,1899,3633,1032
36005030701,"Census Tract 307.01, Bronx County, New York",121389,5726,204,706,2944,605,2782,4415
36005030900,"Census Tract 309, Bronx County, New York",107768,3709,176,303,2141,773,1568,2950
36005031000,"Census Tract 310, Bronx County, New York",87336,4753,576,1297,2670,1656,2083,1688
36005031200,"Census Tract 312, Bronx County, New York",98250,1678,261,495,833,355,845,740
36005031400,"Census Tract 314, Bronx County, New York",92396,2079,139,465,1060,901,1019,1077
36005031600,"Census Tract 316, Bronx County, New York",86048,1900,313,156,913,551,987,888
36005031800,"Census Tract 318, Bronx County, New York",86429,2179,178,681,1208,791,971,1003
36005031900,"Census Tract 319, Bronx County, New York",NA,633,38,113,424,171,209,393
36005032300,"Census Tract 323, Bronx County, New York",85448,4575,302,523,2315,739,2260,3242
36005032400,"Census Tract 324, Bronx County, New York",19349,3177,207,916,1669,1662,1508,566
36005032600,"Census Tract 326, Bronx County, New York",90656,3407,672,583,1952,861,1455,1544
36005032800,"Census Tract 328, Bronx County, New York",29219,3839,398,441,1950,2478,1889,951
36005033000,"Census Tract 330, Bronx County, New York",39836,5776,0,1044,2906,2113,2870,3128
36005033201,"Census Tract 332.01, Bronx County, New York",47529,5564,78,882,2638,3986,2926,2296
36005033202,"Census Tract 332.02, Bronx County, New York",41969,4033,6,1244,2129,2374,1904,1150
36005033400,"Census Tract 334, Bronx County, New York",NA,15,0,11,9,5,6,2
36005033500,"Census Tract 335, Bronx County, New York",96250,2048,104,134,1100,346,948,1567
36005033600,"Census Tract 336, Bronx County, New York",38387,6714,250,2880,3947,3627,2767,1405
36005033700,"Census Tract 337, Bronx County, New York",97847,2521,185,146,1283,595,1238,1766
36005033800,"Census Tract 338, Bronx County, New York",51204,4105,325,2049,2065,1567,2040,753
36005034000,"Census Tract 340, Bronx County, New York",52772,5606,197,2258,2912,2726,2694,1073
36005034200,"Census Tract 342, Bronx County, New York",60893,1888,79,876,1016,689,872,289
36005034300,"Census Tract 343, Bronx County, New York",78869,1665,71,356,897,674,768,730
36005034400,"Census Tract 344, Bronx County, New York",63017,2172,176,826,1184,1182,988,344
36005034500,"Census Tract 345, Bronx County, New York",74013,3540,155,378,1628,1349,1912,1908
36005034800,"Census Tract 348, Bronx County, New York",42813,5707,124,3271,2970,2342,2737,742
36005035000,"Census Tract 350, Bronx County, New York",74583,2063,131,1291,1134,577,929,214
36005035100,"Census Tract 351, Bronx County, New York",93750,3740,237,281,1934,1196,1806,2741
36005035600,"Census Tract 356, Bronx County, New York",73194,2254,160,1688,1147,320,1107,128
36005035800,"Census Tract 358, Bronx County, New York",69766,8172,132,5828,4329,1967,3843,1046
36005035900,"Census Tract 359, Bronx County, New York",23750,2053,52,564,1027,1582,1026,247
36005036000,"Census Tract 360, Bronx County, New York",83043,3271,340,1549,1645,1038,1626,691
36005036100,"Census Tract 361, Bronx County, New York",21947,5576,3,2109,3412,4082,2164,1266
36005036300,"Census Tract 363, Bronx County, New York",22226,7517,0,2487,3692,5518,3825,1873
36005036400,"Census Tract 364, Bronx County, New York",69750,2565,0,2302,1398,220,1167,52
36005036501,"Census Tract 365.01, Bronx County, New York",27304,3901,0,2047,1961,2120,1940,836
36005036502,"Census Tract 365.02, Bronx County, New York",31588,2620,0,837,1346,1867,1274,271
36005036700,"Census Tract 367, Bronx County, New York",34500,2395,66,829,1211,1581,1184,396
36005036800,"Census Tract 368, Bronx County, New York",50919,2109,18,1570,1154,460,955,153
36005036901,"Census Tract 369.01, Bronx County, New York",22273,2101,0,973,1040,1606,1061,297
36005036902,"Census Tract 369.02, Bronx County, New York",16293,2074,0,992,1113,1272,961,434
36005037000,"Census Tract 370, Bronx County, New York",58636,2416,156,1782,1336,450,1080,150
36005037100,"Census Tract 371, Bronx County, New York",22685,4226,17,1450,2329,3175,1897,1132
36005037200,"Census Tract 372, Bronx County, New York",41346,2132,51,994,1293,926,839,308
36005037300,"Census Tract 373, Bronx County, New York",28900,6373,0,3692,3811,3809,2562,764
36005037400,"Census Tract 374, Bronx County, New York",27695,3861,53,1968,2306,1933,1555,777
36005037504,"Census Tract 375.04, Bronx County, New York",20644,3323,0,1348,1811,2297,1512,866
36005037600,"Census Tract 376, Bronx County, New York",49237,2197,50,879,1070,1092,1127,344
36005037800,"Census Tract 378, Bronx County, New York",41333,2900,19,1931,1438,1015,1462,298
36005037900,"Census Tract 379, Bronx County, New York",24183,5469,115,3316,2809,2760,2660,377
36005038000,"Census Tract 380, Bronx County, New York",37544,5239,67,3891,2793,1641,2446,427
36005038100,"Census Tract 381, Bronx County, New York",38905,7647,20,3499,3791,5852,3856,1949
36005038200,"Census Tract 382, Bronx County, New York",46806,3100,113,1999,1549,1038,1551,316
36005038301,"Census Tract 383.01, Bronx County, New York",43155,5084,76,1326,2589,3848,2495,446
36005038302,"Census Tract 383.02, Bronx County, New York",20519,6032,0,2429,3495,3572,2537,576
36005038500,"Census Tract 385, Bronx County, New York",26509,4766,0,1570,2474,3368,2292,419
36005038600,"Census Tract 386, Bronx County, New York",51798,8889,636,6940,5428,1930,3461,139
36005038700,"Census Tract 387, Bronx County, New York",35970,3823,26,765,1735,2449,2088,745
36005038800,"Census Tract 388, Bronx County, New York",63017,2763,60,2017,1406,648,1357,270
36005038900,"Census Tract 389, Bronx County, New York",37028,5521,220,462,2902,3565,2619,1644
36005039000,"Census Tract 390, Bronx County, New York",45738,2861,96,2182,1417,670,1444,238
36005039100,"Census Tract 391, Bronx County, New York",31985,7544,272,1243,3879,5521,3665,1635
36005039200,"Census Tract 392, Bronx County, New York",50723,1602,0,1265,797,461,805,109
36005039300,"Census Tract 393, Bronx County, New York",19808,8330,83,3269,5088,5206,3242,1249
36005039400,"Census Tract 394, Bronx County, New York",48023,5647,0,3611,3094,1967,2553,724
36005039500,"Census Tract 395, Bronx County, New York",29000,4257,31,2220,2281,2480,1976,613
36005039600,"Census Tract 396, Bronx County, New York",44458,5022,12,3853,2772,1093,2250,434
36005039700,"Census Tract 397, Bronx County, New York",33854,3744,206,239,2114,1059,1630,2495
36005039800,"Census Tract 398, Bronx County, New York",80024,3842,31,3305,2254,522,1588,272
36005039901,"Census Tract 399.01, Bronx County, New York",28049,5618,239,1165,2760,4163,2858,729
36005039902,"Census Tract 399.02, Bronx County, New York",36683,5646,60,827,2859,4562,2787,531
36005040100,"Census Tract 401, Bronx County, New York",37012,4478,27,908,2297,3891,2181,433
36005040302,"Census Tract 403.02, Bronx County, New York",37759,4192,170,638,2238,3409,1954,425
36005040303,"Census Tract 403.03, Bronx County, New York",37043,4900,149,985,2446,3612,2454,835
36005040304,"Census Tract 403.04, Bronx County, New York",25897,3593,155,422,1999,3279,1594,464
36005040400,"Census Tract 404, Bronx County, New York",79442,3600,0,3004,2040,545,1560,337
36005040501,"Census Tract 405.01, Bronx County, New York",37935,4399,128,756,2082,3727,2317,308
36005040502,"Census Tract 405.02, Bronx County, New York",29670,7264,436,2282,3754,4646,3510,792
36005040600,"Census Tract 406, Bronx County, New York",49671,3547,54,2872,2020,668,1527,323
36005040701,"Census Tract 407.01, Bronx County, New York",34695,3120,52,346,1650,2682,1470,809
36005040702,"Census Tract 407.02, Bronx County, New York",37275,7023,407,884,3677,5527,3346,1413
36005040800,"Census Tract 408, Bronx County, New York",31110,4826,27,3140,2747,1387,2079,723
36005040900,"Census Tract 409, Bronx County, New York",52956,3194,84,1945,1666,489,1528,665
36005041100,"Census Tract 411, Bronx County, New York",41587,3510,172,898,1839,2230,1671,783
36005041300,"Census Tract 413, Bronx County, New York",53032,8677,220,1232,4411,6605,4266,1557
36005041400,"Census Tract 414, Bronx County, New York",49545,5158,147,3541,2855,1233,2303,522
36005041500,"Census Tract 415, Bronx County, New York",43538,6367,220,1008,3208,4673,3159,899
36005041800,"Census Tract 418, Bronx County, New York",39712,3876,517,1959,2238,1432,1638,841
36005041900,"Census Tract 419, Bronx County, New York",35837,6035,716,1024,3068,3936,2967,1926
36005042000,"Census Tract 420, Bronx County, New York",42689,4206,232,2650,2412,1316,1794,627
36005042100,"Census Tract 421, Bronx County, New York",38083,5661,625,1166,3129,3354,2532,1413
