GEOID,NAME,med.income,popn,popn.asian,popn.black,popn.female,popn.hispanic,popn.male,popn.white
36081042400,"Census Tract 424, Queens County, New York",90125,2414,37,2200,1392,43,1022,23
36081042600,"Census Tract 426, Queens County, New York",NA,477,29,247,35,31,442,201
36081042700,"Census Tract 427, Queens County, New York",63781,4955,376,26,2210,4387,2745,2316
36081043200,"Census Tract 432, Queens County, New York",77734,1244,78,1138,639,33,605,12
36081043400,"Census Tract 434, Queens County, New York",104063,1795,0,1479,970,158,825,84
36081043701,"Census Tract 437.01, Queens County, New York",64946,2686,158,230,1298,1794,1388,1314
36081043702,"Census Tract 437.02, Queens County, New York",44085,7125,922,752,4072,5258,3053,3067
36081043900,"Census Tract 439, Queens County, New York",35771,3610,442,49,1608,2982,2002,2069
36081044000,"Census Tract 440, Queens County, New York",68633,3980,341,2830,2169,616,1811,102
36081044301,"Census Tract 443.01, Queens County, New York",21699,3719,397,255,1896,2903,1823,1778
36081044302,"Census Tract 443.02, Queens County, New York",47411,4076,1879,480,1904,1754,2172,774
36081044400,"Census Tract 444, Queens County, New York",50320,3529,1097,547,1868,1307,1661,391
36081044601,"Census Tract 446.01, Queens County, New York",38229,3361,562,996,1913,1543,1448,323
36081044602,"Census Tract 446.02, Queens County, New York",41415,4961,2438,1031,2907,1209,2054,574
36081044800,"Census Tract 448, Queens County, New York",64500,2809,1443,75,1459,739,1350,281
36081045000,"Census Tract 450, Queens County, New York",84435,2167,1012,238,1208,429,959,514
36081045200,"Census Tract 452, Queens County, New York",70625,1335,670,134,728,258,607,250
36081045400,"Census Tract 454, Queens County, New York",49968,4779,3201,609,2378,478,2401,372
36081045500,"Census Tract 455, Queens County, New York",48889,14284,2558,5094,7401,5332,6883,4255
36081045600,"Census Tract 456, Queens County, New York",91346,1446,1062,19,734,213,712,158
36081045700,"Census Tract 457, Queens County, New York",59318,3281,2052,0,1668,990,1613,313
36081045800,"Census Tract 458, Queens County, New York",72772,2348,1480,303,1189,192,1159,394
36081045900,"Census Tract 459, Queens County, New York",74375,3719,1950,63,1691,1703,2028,345
36081046000,"Census Tract 460, Queens County, New York",50346,6049,2801,942,3073,2045,2976,637
36081046100,"Census Tract 461, Queens County, New York",65547,2464,862,36,984,1268,1480,534
36081046200,"Census Tract 462, Queens County, New York",50670,6907,2915,926,3992,2319,2915,327
36081046300,"Census Tract 463, Queens County, New York",58621,3836,1414,28,1783,2121,2053,632
36081046400,"Census Tract 464, Queens County, New York",90227,1999,661,485,1061,499,938,532
36081046500,"Census Tract 465, Queens County, New York",59318,4172,1062,9,1889,3074,2283,1205
36081046600,"Census Tract 466, Queens County, New York",63284,3882,1578,962,1993,846,1889,556
36081046700,"Census Tract 467, Queens County, New York",40152,5895,1588,64,3013,4150,2882,1965
36081046800,"Census Tract 468, Queens County, New York",73512,3340,2238,429,1762,200,1578,128
36081046900,"Census Tract 469, Queens County, New York",44450,8207,2794,231,4708,4746,3499,998
36081047000,"Census Tract 470, Queens County, New York",65000,3197,1604,291,1717,809,1480,183
36081047100,"Census Tract 471, Queens County, New York",47083,4320,3127,11,2229,1083,2091,362
36081047200,"Census Tract 472, Queens County, New York",70462,3664,1256,1013,1931,502,1733,941
36081047300,"Census Tract 473, Queens County, New York",56605,4328,3019,44,2336,603,1992,858
36081047500,"Census Tract 475, Queens County, New York",59076,4301,2572,57,2201,1305,2100,581
36081047600,"Census Tract 476, Queens County, New York",126053,1419,593,190,685,188,734,473
36081047800,"Census Tract 478, Queens County, New York",69965,4925,1657,1472,2349,660,2576,930
36081047900,"Census Tract 479, Queens County, New York",58690,5115,3523,66,2559,996,2556,796
36081048000,"Census Tract 480, Queens County, New York",71481,2293,937,302,1100,536,1193,317
36081048100,"Census Tract 481, Queens County, New York",45864,6434,3163,266,3146,2419,3288,1067
36081048200,"Census Tract 482, Queens County, New York",70978,1427,374,519,676,128,751,146
36081048300,"Census Tract 483, Queens County, New York",63811,3888,2359,42,1847,1160,2041,774
36081048400,"Census Tract 484, Queens County, New York",87014,5140,1878,1727,2632,549,2508,271
36081048500,"Census Tract 485, Queens County, New York",65284,4366,2890,50,2207,1082,2159,541
36081048900,"Census Tract 489, Queens County, New York",64708,1610,736,13,694,721,916,426
36081049200,"Census Tract 492, Queens County, New York",74150,5444,1722,2428,2702,773,2742,566
36081049301,"Census Tract 493.01, Queens County, New York",66071,2209,738,13,1204,672,1005,1111
36081049302,"Census Tract 493.02, Queens County, New York",73523,3068,501,84,1638,1305,1430,1932
36081049500,"Census Tract 495, Queens County, New York",75500,1515,133,88,816,298,699,1262
36081049600,"Census Tract 496, Queens County, New York",93295,3146,921,807,1519,660,1627,298
36081049700,"Census Tract 497, Queens County, New York",83355,3131,1190,27,1451,799,1680,1580
36081049900,"Census Tract 499, Queens County, New York",61534,5260,3436,53,2758,795,2502,1009
36081050000,"Census Tract 500, Queens County, New York",56150,4279,381,3026,1986,566,2293,342
36081050201,"Census Tract 502.01, Queens County, New York",71250,1384,83,1025,769,243,615,35
36081050202,"Census Tract 502.02, Queens County, New York",76313,1421,127,1008,797,146,624,24
36081050400,"Census Tract 504, Queens County, New York",77794,1818,30,1587,1064,67,754,100
36081050500,"Census Tract 505, Queens County, New York",72000,1529,563,50,836,221,693,757
36081050600,"Census Tract 506, Queens County, New York",85370,1421,196,1101,817,148,604,35
36081050700,"Census Tract 507, Queens County, New York",57153,4102,1299,76,2292,830,1810,2250
36081050800,"Census Tract 508, Queens County, New York",64920,2008,52,1668,993,85,1015,57
36081051000,"Census Tract 510, Queens County, New York",90104,1816,52,1651,1045,79,771,79
36081051100,"Census Tract 511, Queens County, New York",95333,2290,252,18,1234,667,1056,1639
36081051200,"Census Tract 512, Queens County, New York",85000,2512,149,1912,1354,284,1158,14
36081051300,"Census Tract 513, Queens County, New York",91218,2439,389,85,1290,517,1149,1756
36081051500,"Census Tract 515, Queens County, New York",82487,3446,275,17,1756,912,1690,2643
36081051600,"Census Tract 516, Queens County, New York",87773,2183,0,1797,984,298,1199,228
36081051700,"Census Tract 517, Queens County, New York",86513,2007,80,0,1047,618,960,1755
36081051800,"Census Tract 518, Queens County, New York",77462,2181,7,2093,1235,54,946,23
36081052000,"Census Tract 520, Queens County, New York",76576,1410,5,1170,821,68,589,36
36081052100,"Census Tract 521, Queens County, New York",93500,2253,138,29,1090,559,1163,1876
36081052200,"Census Tract 522, Queens County, New York",91313,1760,58,1646,926,114,834,0
36081052400,"Census Tract 524, Queens County, New York",91172,1988,41,1735,1049,198,939,149
36081052500,"Census Tract 525, Queens County, New York",73333,2543,140,119,1218,896,1325,1747
36081052600,"Census Tract 526, Queens County, New York",76731,1933,45,1530,1036,159,897,142
36081052800,"Census Tract 528, Queens County, New York",83250,1434,19,1212,832,111,602,0
36081053000,"Census Tract 530, Queens County, New York",81848,2473,0,2380,1301,42,1172,43
36081053100,"Census Tract 531, Queens County, New York",63447,3417,189,70,1647,980,1770,2439
36081053200,"Census Tract 532, Queens County, New York",84946,1996,1,1621,1085,158,911,15
36081053401,"Census Tract 534.01, Queens County, New York",92961,2125,0,1828,1152,303,973,201
36081053500,"Census Tract 535, Queens County, New York",65208,1432,0,0,663,999,769,1021
36081053601,"Census Tract 536.01, Queens County, New York",101136,2099,94,1518,1127,339,972,110
36081053800,"Census Tract 538, Queens County, New York",101741,1781,75,1506,936,184,845,15
36081053900,"Census Tract 539, Queens County, New York",83566,4433,844,182,2191,2022,2242,2943
36081054000,"Census Tract 540, Queens County, New York",69191,4290,236,2585,2329,913,1961,41
36081054200,"Census Tract 542, Queens County, New York",72966,4737,1080,1246,2497,1112,2240,1139
36081054500,"Census Tract 545, Queens County, New York",59187,4039,101,133,1980,2788,2059,3137
36081054700,"Census Tract 547, Queens County, New York",76493,5048,562,132,2346,3184,2702,3823
36081054800,"Census Tract 548, Queens County, New York",74167,2354,1301,259,1166,398,1188,181
36081054900,"Census Tract 549, Queens County, New York",75500,6437,915,83,2917,4011,3520,4923
36081055100,"Census Tract 551, Queens County, New York",75280,4244,471,255,2279,1838,1965,3245
36081055200,"Census Tract 552, Queens County, New York",63261,2955,532,775,1610,977,1345,501
36081055300,"Census Tract 553, Queens County, New York",59907,2786,458,127,1509,1562,1277,1657
36081055400,"Census Tract 554, Queens County, New York",74821,2530,1131,357,1314,550,1216,682
36081055500,"Census Tract 555, Queens County, New York",64423,2335,146,109,1112,1514,1223,1759
36081055600,"Census Tract 556, Queens County, New York",77829,2282,758,383,1198,488,1084,412
36081055700,"Census Tract 557, Queens County, New York",65799,4275,193,143,2276,2704,1999,3674
36081055800,"Census Tract 558, Queens County, New York",95735,1702,496,295,932,379,770,281
36081055900,"Census Tract 559, Queens County, New York",70000,1184,56,43,571,850,613,812
36081056000,"Census Tract 560, Queens County, New York",70313,1809,593,178,898,606,911,530
36081056100,"Census Tract 561, Queens County, New York",NA,17,8,0,4,9,13,9
36081056200,"Census Tract 562, Queens County, New York",99231,1631,455,207,824,389,807,461
36081056400,"Census Tract 564, Queens County, New York",57132,1178,295,134,592,324,586,287
36081056500,"Census Tract 565, Queens County, New York",71719,1569,39,55,707,1116,862,1123
36081056600,"Census Tract 566, Queens County, New York",77031,1316,382,393,638,285,678,249
36081056700,"Census Tract 567, Queens County, New York",96970,5175,176,128,2417,3319,2758,4079
36081056800,"Census Tract 568, Queens County, New York",83295,5039,411,2963,2583,1048,2456,406
36081057700,"Census Tract 577, Queens County, New York",65607,4169,67,53,2255,1645,1914,3669
36081057900,"Census Tract 579, Queens County, New York",59306,1643,62,20,825,654,818,1375
36081058000,"Census Tract 580, Queens County, New York",87986,4140,59,3196,2189,475,1951,162
36081058100,"Census Tract 581, Queens County, New York",75665,3048,73,80,1460,1231,1588,2735
36081058200,"Census Tract 582, Queens County, New York",100505,4838,171,3891,2673,457,2165,129
36081058300,"Census Tract 583, Queens County, New York",89028,3736,334,81,1906,1225,1830,2766
36081058500,"Census Tract 585, Queens County, New York",79898,4464,512,168,2279,1627,2185,3459
36081058700,"Census Tract 587, Queens County, New York",69358,3550,83,39,1900,937,1650,2966
36081058900,"Census Tract 589, Queens County, New York",62083,5296,160,34,2669,2390,2627,4644
36081059000,"Census Tract 590, Queens County, New York",75750,1466,30,1169,941,129,525,116
36081059100,"Census Tract 591, Queens County, New York",70867,5736,150,243,3022,2625,2714,4577
36081059200,"Census Tract 592, Queens County, New York",115625,1516,0,1403,801,86,715,11
36081059300,"Census Tract 593, Queens County, New York",70962,4217,255,24,2052,1238,2165,3506
36081059400,"Census Tract 594, Queens County, New York",130500,1768,5,1681,906,101,862,12
36081059500,"Census Tract 595, Queens County, New York",72292,5533,217,80,2964,2579,2569,4147
36081059600,"Census Tract 596, Queens County, New York",72578,1272,1,1229,702,66,570,18
36081059800,"Census Tract 598, Queens County, New York",88438,1798,0,1633,944,69,854,31
36081059900,"Census Tract 599, Queens County, New York",65446,1255,78,24,621,288,634,1069
36081060000,"Census Tract 600, Queens County, New York",96875,1102,4,1006,579,77,523,8
36081060100,"Census Tract 601, Queens County, New York",69052,2324,76,42,1222,1022,1102,1739
36081060300,"Census Tract 603, Queens County, New York",89375,2095,81,0,1063,753,1032,1801
36081060600,"Census Tract 606, Queens County, New York",88214,1351,0,1303,859,0,492,6
36081060701,"Census Tract 607.01, Queens County, New York",NA,14,0,0,0,0,14,14
36081060800,"Census Tract 608, Queens County, New York",98750,1564,0,1470,808,60,756,76
36081061000,"Census Tract 610, Queens County, New York",103333,1551,0,1542,791,25,760,9
36081061200,"Census Tract 612, Queens County, New York",121645,2022,0,2003,1160,9,862,4
36081061301,"Census Tract 613.01, Queens County, New York",73860,5742,333,34,2892,2308,2850,4707
36081061302,"Census Tract 613.02, Queens County, New York",NA,0,0,0,0,0,0,0
36081061400,"Census Tract 614, Queens County, New York",125114,1414,32,1249,690,151,724,3
36081061601,"Census Tract 616.01, Queens County, New York",85987,2145,14,1994,1107,249,1038,131
36081061602,"Census Tract 616.02, Queens County, New York",108676,1118,42,940,568,47,550,44
36081061800,"Census Tract 618, Queens County, New York",81406,1796,19,1658,985,89,811,94
36081061900,"Census Tract 619, Queens County, New York",91750,2683,81,45,1249,520,1434,2469
36081062000,"Census Tract 620, Queens County, New York",113125,1431,0,1268,784,129,647,43
36081062100,"Census Tract 621, Queens County, New York",68558,2896,73,77,1619,1182,1277,2330
36081062200,"Census Tract 622, Queens County, New York",103977,2083,13,1795,1037,275,1046,113
36081062300,"Census Tract 623, Queens County, New York",87333,2246,16,147,1119,785,1127,2030
36081062400,"Census Tract 624, Queens County, New York",NA,0,0,0,0,0,0,0
36081062500,"Census Tract 625, Queens County, New York",86607,2692,8,105,1320,1030,1372,2489
36081062600,"Census Tract 626, Queens County, New York",83083,2805,8,2477,1436,272,1369,61
36081062700,"Census Tract 627, Queens County, New York",76859,2944,41,1,1347,1433,1597,2757
36081062900,"Census Tract 629, Queens County, New York",80573,3034,252,54,1550,941,1484,2451
36081063000,"Census Tract 630, Queens County, New York",112438,1503,21,1443,706,19,797,26
36081063200,"Census Tract 632, Queens County, New York",112273,2601,0,2395,1382,140,1219,77
36081063301,"Census Tract 633.01, Queens County, New York",80156,1704,59,47,879,456,825,1564
36081063302,"Census Tract 633.02, Queens County, New York",85000,1475,5,7,780,262,695,1386
36081063500,"Census Tract 635, Queens County, New York",75288,2551,57,10,1397,719,1154,2214
36081063700,"Census Tract 637, Queens County, New York",97356,3432,204,166,1690,812,1742,3014
36081063800,"Census Tract 638, Queens County, New York",101957,3516,24,2924,1864,500,1652,265
36081063900,"Census Tract 639, Queens County, New York",77179,3043,307,156,1683,859,1360,2163
36081064101,"Census Tract 641.01, Queens County, New York",70769,2388,368,17,1182,505,1206,1741
36081064102,"Census Tract 641.02, Queens County, New York",NA,0,0,0,0,0,0,0
36081064500,"Census Tract 645, Queens County, New York",77364,1927,337,96,992,462,935,1241
36081064600,"Census Tract 646, Queens County, New York",87823,2976,29,2709,1499,114,1477,41
36081065000,"Census Tract 650, Queens County, New York",93409,2742,0,2537,1435,84,1307,97
36081065400,"Census Tract 654, Queens County, New York",99792,3782,104,2871,2102,871,1680,524
36081065501,"Census Tract 655.01, Queens County, New York",NA,0,0,0,0,0,0,0
36081065600,"Census Tract 656, Queens County, New York",80604,4966,107,4052,2839,506,2127,281
36081065702,"Census Tract 657.02, Queens County, New York",71382,1802,36,0,947,509,855,1509
36081065703,"Census Tract 657.03, Queens County, New York",85795,2746,94,14,1502,470,1244,2483
36081065900,"Census Tract 659, Queens County, New York",100039,1884,160,0,1052,156,832,1623
36081066000,"Census Tract 660, Queens County, New York",68403,3318,79,2654,1811,469,1507,201
36081066100,"Census Tract 661, Queens County, New York",88636,1647,27,41,915,188,732,1534
36081066300,"Census Tract 663, Queens County, New York",110000,2771,456,5,1459,171,1312,2187
36081066400,"Census Tract 664, Queens County, New York",92912,9980,282,8679,5456,609,4524,435
36081066501,"Census Tract 665.01, Queens County, New York",102708,4149,75,33,2099,674,2050,3407
36081066701,"Census Tract 667.01, Queens County, New York",86563,2800,82,0,1638,676,1162,2447
36081066900,"Census Tract 669, Queens County, New York",70875,1642,107,0,900,143,742,1493
36081067100,"Census Tract 671, Queens County, New York",108438,2455,649,0,1330,144,1125,1666
36081067700,"Census Tract 677, Queens County, New York",101000,1883,254,0,1048,114,835,1596
36081067900,"Census Tract 679, Queens County, New York",48640,4344,310,77,2196,1826,2148,2651
36081068000,"Census Tract 680, Queens County, New York",101458,5299,50,5109,2832,205,2467,45
36081068200,"Census Tract 682, Queens County, New York",89000,994,24,862,533,108,461,20
36081068300,"Census Tract 683, Queens County, New York",51491,3970,1638,384,1976,1435,1994,937
36081068700,"Census Tract 687, Queens County, New York",60855,4188,1695,103,2425,826,1763,1997
36081069000,"Census Tract 690, Queens County, New York",96875,3752,20,3331,2128,22,1624,118
36081069300,"Census Tract 693, Queens County, New York",62476,3151,1124,406,1726,561,1425,1213
36081069400,"Census Tract 694, Queens County, New York",82332,3455,64,2939,1973,379,1482,204
36081069500,"Census Tract 695, Queens County, New York",73984,2211,766,18,1150,393,1061,1355
36081069701,"Census Tract 697.01, Queens County, New York",86875,4322,1249,339,2345,1002,1977,2402
36081069702,"Census Tract 697.02, Queens County, New York",87168,3518,1528,14,1814,489,1704,1816
36081070300,"Census Tract 703, Queens County, New York",68846,2103,591,73,1149,489,954,1186
36081070700,"Census Tract 707, Queens County, New York",112738,2547,821,19,1262,416,1285,1393
36081070900,"Census Tract 709, Queens County, New York",97026,2869,1039,60,1534,238,1335,1463
36081071100,"Census Tract 711, Queens County, New York",95368,6448,1787,107,3319,1043,3129,4032
36081071303,"Census Tract 713.03, Queens County, New York",95045,5431,1021,109,2760,834,2671,3837
36081071304,"Census Tract 713.04, Queens County, New York",55363,6054,1591,106,3143,738,2911,3996
36081071305,"Census Tract 713.05, Queens County, New York",81746,4862,1351,157,2728,914,2134,3124
36081071306,"Census Tract 713.06, Queens County, New York",82205,6361,1672,130,3355,1139,3006,3614
36081071600,"Census Tract 716, Queens County, New York",NA,0,0,0,0,0,0,0
36081071701,"Census Tract 717.01, Queens County, New York",58941,4805,1698,251,2390,587,2415,2586
36081071702,"Census Tract 717.02, Queens County, New York",59667,3915,1816,392,2136,335,1779,1292
36081071900,"Census Tract 719, Queens County, New York",45924,2438,648,129,1310,420,1128,1342
36081072100,"Census Tract 721, Queens County, New York",63561,4579,960,104,2536,626,2043,3035
36081072300,"Census Tract 723, Queens County, New York",118438,2050,673,77,1113,163,937,1263
36081072900,"Census Tract 729, Queens County, New York",128867,1437,575,45,748,121,689,756
36081073100,"Census Tract 731, Queens County, New York",95536,1507,468,0,871,72,636,978
36081073700,"Census Tract 737, Queens County, New York",83634,1930,566,31,1051,243,879,1206
36081073900,"Census Tract 739, Queens County, New York",97716,5425,1692,250,2937,755,2488,3085
36081074100,"Census Tract 741, Queens County, New York",78750,3060,727,133,1784,379,1276,1963
36081074300,"Census Tract 743, Queens County, New York",69138,4082,1064,113,2161,629,1921,2366
36081074500,"Census Tract 745, Queens County, New York",44006,4014,665,227,1907,643,2107,2759
36081074700,"Census Tract 747, Queens County, New York",86034,3705,1580,59,2159,1009,1546,1629
36081074900,"Census Tract 749, Queens County, New York",163750,1429,307,0,750,71,679,1065
36081075701,"Census Tract 757.01, Queens County, New York",96179,5022,1827,94,2829,638,2193,2782
36081075702,"Census Tract 757.02, Queens County, New York",108990,4898,1758,71,2772,346,2126,2729
36081076901,"Census Tract 769.01, Queens County, New York",88971,4407,1163,170,2264,827,2143,2415
36081076902,"Census Tract 769.02, Queens County, New York",65000,1186,352,3,634,307,552,747
36081077300,"Census Tract 773, Queens County, New York",73500,2093,328,96,1029,478,1064,1430
36081077500,"Census Tract 775, Queens County, New York",86319,2234,162,69,1102,402,1132,1851
36081077902,"Census Tract 779.02, Queens County, New York",84375,4829,554,78,2345,67,2484,3975
36081077903,"Census Tract 779.03, Queens County, New York",80325,3166,467,31,1587,747,1579,2240
36081077904,"Census Tract 779.04, Queens County, New York",78348,5781,1650,83,3148,520,2633,3564
36081077905,"Census Tract 779.05, Queens County, New York",82355,2626,452,474,1479,764,1147,1288
36081077906,"Census Tract 779.06, Queens County, New York",64614,3388,1334,93,1692,191,1696,1819
36081077907,"Census Tract 779.07, Queens County, New York",57827,3500,100,327,1562,427,1938,2852
36081077908,"Census Tract 779.08, Queens County, New York",51500,3760,673,922,1461,951,2299,1480
36081078800,"Census Tract 788, Queens County, New York",93807,1865,56,1371,867,136,998,90
36081079000,"Census Tract 790, Queens County, New York",75000,2633,227,1563,1330,419,1303,61
36081079200,"Census Tract 792, Queens County, New York",81438,2414,462,1019,1221,241,1193,59
36081079300,"Census Tract 793, Queens County, New York",NA,0,0,0,0,0,0,0
36081079701,"Census Tract 797.01, Queens County, New York",32017,6676,5304,204,3940,406,2736,514
36081079702,"Census Tract 797.02, Queens County, New York",39553,4502,3532,19,2312,479,2190,595
36081079900,"Census Tract 799, Queens County, New York",46597,3101,2206,0,1456,640,1645,589
36081080301,"Census Tract 803.01, Queens County, New York",58298,3859,2413,105,1933,774,1926,565
36081080302,"Census Tract 803.02, Queens County, New York",66629,3476,2278,33,1763,529,1713,985
36081080900,"Census Tract 809, Queens County, New York",70110,7240,2335,594,4284,1247,2956,3555
36081081400,"Census Tract 814, Queens County, New York",91189,4117,1203,1933,2007,882,2110,426
36081081800,"Census Tract 818, Queens County, New York",69262,3909,1006,1411,1914,846,1995,560
36081083700,"Census Tract 837, Queens County, New York",53707,5283,4336,25,2656,513,2627,626
36081083800,"Census Tract 838, Queens County, New York",98484,5260,2099,598,2566,1764,2694,1502
36081084000,"Census Tract 840, Queens County, New York",72418,6027,2300,1223,3360,1466,2667,843
36081084500,"Census Tract 845, Queens County, New York",34043,4863,2902,529,2564,1093,2299,661
36081084601,"Census Tract 846.01, Queens County, New York",94297,3268,1280,295,1673,820,1595,728
36081084602,"Census Tract 846.02, Queens County, New York",65893,925,261,298,350,186,575,155
36081084900,"Census Tract 849, Queens County, New York",33088,6909,5012,548,3511,1317,3398,262
36081085300,"Census Tract 853, Queens County, New York",34525,5563,5096,38,3212,228,2351,315
36081085500,"Census Tract 855, Queens County, New York",38270,6772,4224,213,3686,1632,3086,867
36081085700,"Census Tract 857, Queens County, New York",42841,5171,3996,97,2668,675,2503,602
36081085900,"Census Tract 859, Queens County, New York",58609,5492,3959,188,2881,764,2611,854
36081086100,"Census Tract 861, Queens County, New York",48990,2032,1476,69,1064,381,968,350
36081086300,"Census Tract 863, Queens County, New York",42743,6613,4539,222,3739,1344,2874,1011
36081086400,"Census Tract 864, Queens County, New York",75741,2727,892,238,1370,1087,1357,712
36081086500,"Census Tract 865, Queens County, New York",30714,4311,3441,79,2462,228,1849,545
36081086900,"Census Tract 869, Queens County, New York",30000,1771,1617,5,951,105,820,49
36081087100,"Census Tract 871, Queens County, New York",41484,2643,1402,545,1469,588,1174,195
36081088400,"Census Tract 884, Queens County, New York",90977,8345,96,101,4112,1536,4233,7252
36081088901,"Census Tract 889.01, Queens County, New York",48526,9626,6381,286,5308,1981,4318,1467
36081089200,"Census Tract 892, Queens County, New York",113269,7916,239,98,4114,682,3802,7332
36081090700,"Census Tract 907, Queens County, New York",51696,1434,582,0,716,393,718,501
36081091601,"Census Tract 916.01, Queens County, New York",105750,3674,24,23,2043,249,1631,3490
36081091602,"Census Tract 916.02, Queens County, New York",NA,0,0,0,0,0,0,0
36081091800,"Census Tract 918, Queens County, New York",NA,11,0,0,3,0,8,11
36081091900,"Census Tract 919, Queens County, New York",49650,5309,1927,285,2571,2019,2738,1279
36081092200,"Census Tract 922, Queens County, New York",131146,2020,43,0,1067,119,953,1970
36081092500,"Census Tract 925, Queens County, New York",47419,3470,1224,126,1637,1469,1833,988
36081092800,"Census Tract 928, Queens County, New York",159773,3594,52,0,1687,96,1907,3528
36081092900,"Census Tract 929, Queens County, New York",60973,7036,2177,94,3752,3312,3284,1941
36081093401,"Census Tract 934.01, Queens County, New York",86942,3734,80,85,1888,378,1846,3406
36081093402,"Census Tract 934.02, Queens County, New York",87463,4403,274,239,2261,489,2142,3473
36081093800,"Census Tract 938, Queens County, New York",52196,5023,171,463,2402,1048,2621,3919
36081093900,"Census Tract 939, Queens County, New York",81677,5299,1759,258,2826,1800,2473,1823
36081094201,"Census Tract 942.01, Queens County, New York",66435,3236,41,945,1374,1270,1862,1431
36081094202,"Census Tract 942.02, Queens County, New York",44013,4806,292,2047,2453,1651,2353,1776
36081094203,"Census Tract 942.03, Queens County, New York",57411,6602,154,921,3674,2029,2928,4567
36081094500,"Census Tract 945, Queens County, New York",75048,3654,913,18,1758,872,1896,1979
36081094700,"Census Tract 947, Queens County, New York",67625,2202,307,27,1041,1033,1161,1055
36081095400,"Census Tract 954, Queens County, New York",57984,6045,315,3931,3284,1190,2761,1191
36081096400,"Census Tract 964, Queens County, New York",77292,6573,591,3747,3258,1277,3315,1419
36081097202,"Census Tract 972.02, Queens County, New York",31509,3060,6,2376,1817,556,1243,359
36081097203,"Census Tract 972.03, Queens County, New York",30536,7356,457,4193,3891,2717,3465,1472
36081097204,"Census Tract 972.04, Queens County, New York",46051,3884,128,2315,2297,1070,1587,831
36081097300,"Census Tract 973, Queens County, New York",100750,1763,170,17,950,287,813,1454
36081098100,"Census Tract 981, Queens County, New York",89286,2236,524,0,1110,239,1126,1693
36081098700,"Census Tract 987, Queens County, New York",88077,2434,233,5,1286,197,1148,2136
36081099100,"Census Tract 991, Queens County, New York",100965,7204,1004,0,3887,751,3317,6000
36081099200,"Census Tract 992, Queens County, New York",38301,4339,79,2301,2217,1293,2122,1004
36081099701,"Census Tract 997.01, Queens County, New York",99342,2922,653,12,1733,285,1189,2189
36081099703,"Census Tract 997.03, Queens County, New York",83669,3746,1536,69,2214,282,1532,1825
36081099704,"Census Tract 997.04, Queens County, New York",75344,6847,1731,128,3962,867,2885,4572
36081099705,"Census Tract 997.05, Queens County, New York",109219,2470,1165,0,1184,245,1286,1198
36081099801,"Census Tract 998.01, Queens County, New York",75921,8592,247,5762,4785,2049,3807,988
36081099802,"Census Tract 998.02, Queens County, New York",43961,6422,221,4301,4024,813,2398,1613
36081099900,"Census Tract 999, Queens County, New York",NA,0,0,0,0,0,0,0
36081100801,"Census Tract 1008.01, Queens County, New York",92768,2525,112,1025,1239,374,1286,1135
36081100802,"Census Tract 1008.02, Queens County, New York",64267,8976,428,3941,4403,2094,4573,4085
36081101001,"Census Tract 1010.01, Queens County, New York",41332,12253,226,5599,6752,3545,5501,4605
36081101002,"Census Tract 1010.02, Queens County, New York",31066,4359,116,778,2026,459,2333,3442
36081101700,"Census Tract 1017, Queens County, New York",86493,6005,1700,80,3302,1319,2703,3730
36081102900,"Census Tract 1029, Queens County, New York",85141,3598,493,74,1873,607,1725,2590
36081103201,"Census Tract 1032.01, Queens County, New York",40595,6509,399,3336,3675,2672,2834,1713
36081103202,"Census Tract 1032.02, Queens County, New York",58750,8121,84,1253,3947,3182,4174,5575
36081103300,"Census Tract 1033, Queens County, New York",87566,4577,1448,44,2273,469,2304,2914
36081103900,"Census Tract 1039, Queens County, New York",77993,6283,2305,0,3411,1256,2872,3367
36081104700,"Census Tract 1047, Queens County, New York",55328,6755,3831,3,3294,589,3461,2353
36081105900,"Census Tract 1059, Queens County, New York",88906,3907,1442,2,2009,164,1898,2363
36081107201,"Census Tract 1072.01, Queens County, New York",86055,2320,116,39,1085,254,1235,2086
36081107202,"Census Tract 1072.02, Queens County, New York",NA,0,0,0,0,0,0,0
36081108500,"Census Tract 1085, Queens County, New York",77500,2337,929,32,1213,319,1124,1238
36081109300,"Census Tract 1093, Queens County, New York",89241,2937,1406,6,1473,301,1464,1483
36081109700,"Census Tract 1097, Queens County, New York",95701,1598,517,21,793,165,805,1004
36081109900,"Census Tract 1099, Queens County, New York",67031,3058,1619,24,1454,180,1604,1320
36081111300,"Census Tract 1113, Queens County, New York",102222,2526,889,13,1213,393,1313,1388
36081112300,"Census Tract 1123, Queens County, New York",95250,2058,727,94,1059,518,999,1042
36081112900,"Census Tract 1129, Queens County, New York",82173,2085,652,57,1158,151,927,1278
36081113300,"Census Tract 1133, Queens County, New York",103056,1603,389,0,795,362,808,1097
36081113900,"Census Tract 1139, Queens County, New York",65698,3356,1346,78,1750,576,1606,1482
36081114100,"Census Tract 1141, Queens County, New York",99583,2362,1075,33,1243,248,1119,1173
36081114700,"Census Tract 1147, Queens County, New York",89423,1726,735,0,838,123,888,863
36081115100,"Census Tract 1151, Queens County, New York",76167,915,256,0,472,153,443,506
36081115500,"Census Tract 1155, Queens County, New York",51442,2150,972,60,1096,722,1054,450
36081115700,"Census Tract 1157, Queens County, New York",45250,3207,2180,106,1551,305,1656,593
